C12=C3c4c5C(=O)C2=C(c2c1c(C(=O)[C]3C=Cc4ccc5)ccc2)[CH2],2.50
N1(c2cc(c(cc2)Cl)Cl)C(=O)C=CC1=O,2.10
N1C(CC(=O)CC1(C)C)(C)C,0.04
c1(SSc2ncccc2)ncccc1,1.99
c12N(c3c(Cc1cccc2)cccc3)C,-0.45
c12c(CCc3c(N1)cccc3)cccc2,-0.53
c1(c2nc3c(cc2)cccc3)nc2c(cc1)cccc2,1.21
N1([C@@H]2CCC[C@H]1CCC2)N(C)C,-1.01
c12c(C(=O)OC2=O)cccc1N(=O)=O,2.60
c12c3c(ccc1[N]c1c([CH]2)cc(cc1C)C)cccc3,1.09
c12c(c3c(nc1cccc2)cccc3)Cl,1.51
C1(N(C(CC(=O)C1)(C)C)O)(C)C,0.08
c12c(n(c3c(n1C)cccc3)C)cccc2,-0.66
c1(c2ccccc2)cn2c(c1)cccc2,0.19
c12c(Nc3c(O1)cccc3)cccc2,-0.42
c1(c2c(cc3c1cccc3)cccc2)C(=O)C,1.41
[N]([Si](C)(C)C)[Si](C)(C)C,-0.78
C1(C(=S)NC(=S)N1)(C)C,1.33
[Si](c1sc(cc1)[Si](C)(C)C)(C)(C)C,-0.02
c12c3c(sc1cc1c(c2)cccc1)cccc3,0.72
C(=S)(C(C)(C)C)C(C)(C)C,1.21
c1(c(N(=O)=O)cccc1)c1ccccc1,1.95
[C@]12(C(C)C)OO[C@](CC1)(CC2)C,-0.82
C(C(=O)CC(=O)C)(F)(F)F,1.53
c12c(C(=O)c3c(C1=O)cccc3)cccc2N(=O)=O,2.45
c12c3c(ccc1nccc2)cccc3,0.69
c12c(C(=O)c3c(C1=O)cccc3)c(ccc2Cl)Cl,2.28
N1(C2=CCCCC2)CCOCC1,-0.89
c1(c2sc(cc2)C)sc(cc1)C,0.52
c1(C(=O)OC)ccc(cc1)C#N,1.43
c1(N2C(=O)C=CC2=O)cc(N(=O)=O)ccc1,2.15
C1(=O)[C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)C3,-0.89
C(=O)(c1ccccc1)[Si](C)(C)C,1.12
C(N(C(C)(C)C)/N=N\N(C)C)(C)(C)C,0.18
c1(cc(c(cc1)C)O)C(C)C,-0.50
c1(c2ccccc2)cc2c(cc1)cccc2,0.54
C1(c2c(c3c1cccc3)cccc2)(C)C,0.16
c12N(c3c(Sc1cccc2)cccc3)C,-0.17
C1C(CC(=O)C=C1OC)(C)C,0.38
c12c3c(cc(c1cccc2)C#N)cccc3,1.11
c12c(C(=O)c3c1ccc(c3)N(=O)=O)cc(cc2N(=O)=O)N(=O)=O,2.93
Clc1c(Cl)cc(cc1Cl)Cl,1.44
C(F)(F)(F)c1ccc(cc1)N,-0.13
[C@H]([C@@H]([C@H](C=O)O)O)([C@@H](CO)O)O,0.71
c1(c2ccccc2)ncsc1,0.38
c1(Sc2ccc(cc2)C)ccc(cc1)N(=O)=O,2.05
C(O)c1c(F)c(F)c(c(c1F)F)F,0.95
S(c1ccc(cc1)C#N)c1ccccc1,0.94
C(S[C@@H](C(=O)OCC)F)c1ccccc1,1.28
C(=O)([C@@H]1[C@H](C1)C)c1ccccc1,0.91
C(N1C=C(C(=O)N)CC=C1)c1ccccc1.[Cl],1.87
O(C)c1c(Cl)c(Cl)ccc1,1.38
