SMILES,Affinity,Ionization
COCCOC1=CS/C(=C/2\SC=C(N(=O)=O)S2)/S1,2.27,3.56
COCCOCCOC1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,2.01,3.63
C#CC1=C(C(=O)C)S[C](C2=[S]C=CS2)S1,1.67,3.42
CCn1c2cc(ccc2[nH]s1)C#N,1.64,3.2
CC(C)(C)n1c2c(cccc2N(=O)=O)[nH]s1,1.97,3.71
CNC1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,1.62,3.54
CC(=O)C1=C(C(F)(F)F)S[C](C2=[S]C=CS2)S1,1.78,3.51
c1cc2c3c4c1c(=O)n(c(=O)c4ccc3c1c3c(cccc23)c(cc1)NC(=O)C)C,2.03,3.99
C=Cn1c2c(cccc2N(=O)=O)[nH]s1,2.05,3.61
C1=C[S]=C([C]2SC(=C(C(=O)O)S2)C#N)S1,2.02,3.58
CC(=O)c1cccc2c1[nH]sn2O,2.13,3.87
CCn1c2ccc(cc2[nH]s1)O,1.95,3.19
c1cc(c2c(c1)n(O)s[nH]2)C(=O)O,2.09,3.92
C=Cn1c2ccc(cc2[nH]s1)N(C)C,2.15,3.07
c1cc2c(c(c1N)N)[nH]s[nH]2,2.18,3.37
C=Cn1c2ccc(cc2[nH]s1)N(=O)=O,1.95,3.72
C#Cc1ccc2c(c1)n(C(C)(C)C)s[nH]2,2.12,2.99
c1c2c3c4c5c1c(=O)n(c(=O)c5cc1c4c4c5c3c(cc3c5c(cc4on1C)c(=O)n(c3=O)C)on2C)C,2.43,3.27
C1=C(C(=O)O)[S]=C(C2=[S]C(=CS2)N(=O)=O)S1,2.3,3.78
CC(=O)n1c2ccc(cc2[nH]s1)Cl,2.03,3.69
CCn1c2ccccc2n(OC)s1,1.5,3.71
CN(C)n1c2ccc(cc2[nH]s1)O,1.87,3.41
c1ccc(cc1)C1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,2.27,3.55
C#Cc1ccc2c(c1)[nH]sn2CC,2.03,3.29
CCn1c2cccc(C)c2[nH]s1,1.86,3.2
CN(C)C1=C(Cl)S[C](C2=[S]C=CS2)S1,1.5,3.24
c1c2c3c4c5c1c(=O)n(c(=O)c5cc1c4c4c5c3c(cc3c5c(cc4[nH][nH]1)c(=O)n(c3=O)C)[nH][nH]2)C,2.45,3.29
C1=C[S]=C([C]2SC(=C(Cl)S2)C(=O)O)S1,1.7,3.47
C#CC1=C(C#N)S[C](C2=[S]C=CS2)S1,1.58,3.53
COn1c2cccc(c2[nH]s1)O,1.65,3.9
Cn1ccc(=c2ccn(C)c(c2)N(=O)=O)cc1,1.63,2.53
c12c(c(=O)c3c([nH]2)cccc3)N[C@H]2[C@H](C1=O)[CH][CH]C=C2,1.61,1.27
c12c(c(c3c(c1Cl)cc1c(c3)cccc1)Cl)cc1c(c2)cccc1,1.96,3.56
O=c1c2c(cc3c(c2)[nH]c2c(c3=O)cc(cc2)C)[nH]c2c1cc(cc2)C,1.54,3.9
CCC1=CSC(=[S]1)C1=[S]C(=CS1)N(=O)=O,2.26,3.54
CC(=O)C1=CSC(=[S]1)C1=[S]C(=CS1)N(=O)=O,2.29,3.76
COC1=CS/C(=C/2\SC=C(N(=O)=O)S2)/S1,2.27,3.54
CCC1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,2.12,3.53
COCCOCCOCCOC1=CS/C(=C\2/SC=C(N(=O)=O)S2)/S1,2.27,3.6
C=CC1=C(C(=O)O)S[C](C2=[S]C=CS2)S1,1.57,3.38
COCCOC1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,2.0,3.59
C1=C[S]=C([C]2SC(=C(C(F)(F)F)S2)C#N)S1,1.71,3.65
CC(=O)C1=C(c2ccccc2)S[C](C2=[S]C=CS2)S1,1.5,3.35
C1=C(N(=O)=O)S/C(=C\2/SC=C(O)S2)/S1,2.28,3.55
COC1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,1.98,3.56
CC(=O)C1=C(Cl)S[C](C2=[S]C=CS2)S1,1.52,3.45
C1=C(F)[S]=C(C2=[S]C(=CS2)N(=O)=O)S1,2.31,3.71
C1=C[S]=C([C]2SC(=C(O)S2)N(=O)=O)S1,2.44,3.61
C1=C(C(F)(F)F)S[C](C2=[S]C(=CS2)N(=O)=O)S1,2.32,3.83
CNC1=CS/C(=C/2\SC=C(N(=O)=O)S2)/S1,2.26,3.3
COCCOCCOC1=CS/C(=C/2\SC=C(N(=O)=O)S2)/S1,2.27,3.59
CC(=O)n1c2ccccc2n(c2ccccc2)s1,2.02,3.63
C1=C[S]=C([C]2SC(=C(C(F)(F)F)S2)C(=O)O)S1,1.73,3.52
COCCOCCOCCOn1c2cccc(c2[nH]s1)N,1.75,3.91
C#Cc1ccc2c(c1)[nH]sn2C(=O)C,2.03,3.66
c1ccc(cc1)C1=CS/C(=C/2\SC=C(N(=O)=O)S2)/S1,2.28,3.57
C1=C[S]=C([C]2SC(=C(C#N)S2)C#N)S1,1.99,3.69
C1=C[S]=C([C]2SC(=C(Cl)S2)C(F)(F)F)S1,1.78,3.51
C1=C(C(Cl)(Cl)Cl)S[C](C2=[S]C(=CS2)N(=O)=O)S1,2.32,3.81
C1=C[S]=C([C]2SC(=C(F)S2)C#N)S1,1.51,3.59
CN(C)C1=CS/C(=C\2/SC=C(N(=O)=O)S2)/S1,2.26,3.3
C/C(=N/C1=CSC(=[S]1)C1=[S]C(=CS1)N(=O)=O)/O,2.25,3.46
C#CC1=C(C(=O)O)S[C](C2=[S]C=CS2)S1,1.63,3.43
C1=C[S]=C([C]2SC(=C(N(=O)=O)S2)N)S1,1.75,3.56
C=CC1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,2.45,3.57
CC(=O)C1=C(C(=O)C)S[C](C2=[S]C=CS2)S1,2.12,3.43
C/C(=N/C1=C(C(=O)O)S/C(=C/2\SC=CS2)/S1)/O,1.5,3.3
CC(=O)C1=C(/N=C(/C)\O)[S]=C(C2=[S]C=CS2)S1,1.69,3.26
CC(=O)n1c2cccc(c2[nH]s1)N(C)C,2.27,3.67
C=CC1=C(C(=O)C)S[C](C2=[S]C=CS2)S1,1.63,3.37
COCCOCCOCCOC1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,2.01,3.67
c1cc2c3c4c1c(=O)n1c(c4ccc3c3c4c(cccc24)ccc3)nc2c1cc(c(c2)OC)OC,2.01,3.92
CCn1c2cccc(c2[nH]s1)C(=O)O,2.09,3.07
c1ccc2c(c1)[nH]sn2O,1.86,3.91
c1cc2c3c4c1c1ccc5c6cccc7c6c(ccc7)c6ccc(c4ccc3c3c4c2cccc4ccc3)c1c56,1.81,3.14
c1cc2c3c4c1c1cccc5cccc(c4ccc3c3c4c2cccc4ccc3)c15,1.6,3.35
CCn1c2ccc(cc2[nH]s1)N(=O)=O,2.01,3.47
CC(=O)n1c2cccc(c2[nH]s1)N(=O)=O,2.07,3.91
c1cc2c3c4c1c(=O)n(c(=O)c4ccc3c1c3c(cccc23)c(cc1)Nc1cc(c(c(c1)OC)OC)OC)C,1.9,3.67
c1c2c3c4c5c1c(=O)n(c(=O)c5cc1c4c4c5c3c(cc3c5c(cc4n(o1)C)c(=O)n(c3=O)C)on2C)C,2.43,3.24
c1c2c(cc3c1cc1c(c3)cccc1)cc1c(c2)cccc1,1.63,3.35
C=Cn1c2cccc(C(=O)C)c2[nH]s1,2.36,3.27
CCn1c2cccc(c2[nH]s1)O,1.71,3.24
c1c(c2c3c4c1c(=O)n(c(=O)c4cc(c3c1c3c2c(cc2c3c(cc1Oc1ccccc1)c(=O)n(c2=O)C)Oc1ccccc1)Oc1ccccc1)C)Oc1ccccc1,2.24,3.93
c1cc(c2c(c1)[nH]s[nH]2)N,2.22,3.47
CC(=O)n1c2cccc(c2[nH]s1)OC,2.33,3.68
C#Cn1c2c(C)cccc2[nH]s1,2.46,3.66
CCn1c2ccc(cc2[nH]s1)C(F)(F)F,2.08,3.37
c1cc2c(cc1C#N)[nH]s[nH]2,2.38,3.57
c1ccc(cc1)n1c2ccccc2[nH]s1,2.32,3.19
CC(C)(C)n1c2cc(ccc2[nH]s1)C(Cl)(Cl)Cl,2.15,3.08
CNc1ccc2c(c1)[nH]sn2OC,1.86,3.66
Cn1c2ccc(cc2[nH]s1)O,1.98,3.22
CCn1c2cc(ccc2[nH]s1)C(F)(F)F,2.18,3.16
c1cc2c(cc1C#N)n(N)s[nH]2,2.03,3.64
CC(C)(C)n1c2ccccc2[nH]s1,2.05,2.91
COn1c2ccccc2[nH]s1,1.81,3.9
c1cn(ccc1=c1ccn(cc1)CC(Cl)(Cl)Cl)CC#N,2.29,2.26
CN1C=C[C](C=C1)[C]1C=C(N(C)C=C1N(=O)=O)N(=O)=O,1.76,3.05
COCCOc1cccc2c1[nH]sn2OC,1.75,3.68
COn1c2ccccc2n(c2ccccc2)s1,1.82,3.71
Cn1ccc(=c2ccn(cc2N(=O)=O)CF)cc1,1.57,2.6
CCn1c2ccccc2n(NC)s1,1.91,3.24
Cc1ccc2c(c1)[nH]sn2OC,1.8,3.86
CC(C)(C)n1c2ccc(cc2[nH]s1)C(=O)O,1.75,3.1
Cn1c2cccc(c2[nH]s1)C(=O)O,2.11,3.14
C1=C[S]=C(C2=[S]C(=CS2)N(=O)=O)S1,2.28,3.58
c1cc2c(c(c1)O)[nH]sn2O,1.75,3.91
CN(C)[N]Oc1c(cccc1[O])O,2.3,3.41
CNc1ccc2c(c1)[nH]sn2C,1.95,3.03
CN[C@@H](CN(C)C=C)c1ccccc1.[N]([O])O,1.52,3.83
CN(C)C1=CC=C[C@@H]1N(=O)=O,1.69,3.55
CCn1c2ccc(cc2[nH]s1)NC,1.8,2.98
CN(CCNC)[C@@H]([CH]N(O)[O])N(=O)=O,1.85,3.28
CNCCNC.C(#N)/C=C\C#N,2.0,3.95
C#CC(=C)N(C)CCNC.[N](O)[O],1.64,3.99
CNc1ccc2c(c1)ON(C(Cl)(Cl)Cl)O2,2.27,3.72
CN(C)[N]Oc1cccc(c1[O])N,2.23,2.88
CN(C)[N]Oc1ccccc1[O],2.34,3.37
CN(C)c1ccc2c(c1)ON(C(Cl)(Cl)Cl)O2,2.27,3.67
CN(C)c1cc(c2c(c1)ONO2)N(=O)=O,2.05,3.97
CN(C)c1ccc2c(c1N(=O)=O)ONO2,1.92,3.97
CN(C)c1cccc2c1ON(C(Cl)(Cl)Cl)O2,2.27,3.97
CNc1ccc(c(c1)[O])O[N]N(C)C,2.24,3.16
CN(C)[N]Oc1cc(ccc1[O])N,2.3,2.63
CC(=O)c1ccc2c(c1)n(/N=C(/C)\O)s[nH]2,2.36,3.36
CNn1c2c(cccc2N(C)C)[nH]s1,1.58,3.66
C/C(=N/c1ccc2c(c1)n(/N=C(/C)\O)s[nH]2)/O,2.18,3.21
CNc1cccc2c1[nH]sn2N(C)C,1.69,3.46
COCCOCCOc1cc(cc2c1[nH]s[nH]2)O,2.12,3.12
COCCOCCOCCOc1cc2c(c(c1)N(=O)=O)[nH]s[nH]2,2.01,3.51
C/C(=N/c1ccc(c2c1[nH]s[nH]2)OCCOCCOC)/O,2.09,2.86
CC(C)(C)c1ccc2c(c1)n(OCCOC)s[nH]2,1.57,3.86
CCn1c2cccc(c2[nH]s1)/N=C(/C)\O,2.04,2.9
C/C(=N/c1cccc2c1n(NC)s[nH]2)/O,1.9,3.46
C/C(=N\c1cccc2c1n(/N=C(/C)\O)s[nH]2)/O,1.96,3.25
CCc1ccc2c(c1)[nH]sn2OCCOCCOCCOC,1.92,3.94
CNc1ccc2c(c1)[nH]sn2N(C)C,1.54,3.2
C/C(=N/c1cccc2c1[nH]sn2C(=O)C)/O,1.91,3.48
Cc1ccc2c(c1)n(C)s[nH]2,1.71,3.22
CCn1c2ccccc2n(/N=C(/C)\O)s1,2.03,2.99
C/C(=N/n1c2c(cccc2N(C)C)[nH]s1)/O,2.29,3.17
CNn1c2ccccc2n(N(C)C)s1,1.73,3.49
C/C(=N/n1c2cccc(c3ccccc3)c2[nH]s1)/O,2.1,3.27
C/C(=N/c1ccc(c2c1[nH]s[nH]2)OCCOC)/O,1.98,3.13
CN(C)c1ccc2c(c1)[nH]sn2c1ccccc1,2.25,2.95
C/C(=N/n1c2ccc(cc2[nH]s1)C(F)(F)F)/O,2.33,3.41
C/C(=N/c1cc2c(cc1C(C)(C)C)[nH]s[nH]2)/O,2.48,3.15
CC(=O)c1cccc(c1[O])O[N]N(C)C,2.44,3.63
C/C(=N/c1ccc2c(c1)[nH]sn2C(C)(C)C)/O,1.71,3.18
C=Cc1c(ccc2c1[nH]s[nH]2)/N=C(/C)\O,2.1,3.23
C/C(=N/n1c2cccc(c2[nH]s1)N(C)C)/O,2.13,3.24
COCCOCCOc1cccc2c1n(N)s[nH]2,1.82,3.47
CNc1ccc2c(c1)n(c1ccccc1)s[nH]2,2.37,2.9
CN(C)c1cc(cc2c1[nH]s[nH]2)C(F)(F)F,1.85,3.53
CNc1ccc(c2ccccc2)c2c1[nH]s[nH]2,1.89,3.75
CN(C)c1ccc2c(c1)[nH]sn2N,1.65,3.23
CCc1cc(cc2c1[nH]s[nH]2)/N=C(/C)\O,2.19,3.32
C/C(=N/c1cc(cc2c1[nH]s[nH]2)c1ccccc1)/O,2.0,3.33
C/C(=N/c1ccc2c(c1)n(NC)s[nH]2)/O,2.04,3.4
CNc1cc(cc2c1[nH]s[nH]2)N(C)C,2.26,3.2
CN(C)c1cc2c(c(c1)OCCOCCOCCOC)[nH]s[nH]2,2.03,2.83
COCCOCCOc1cc(cc2c1[nH]s[nH]2)OCCOC,2.14,3.1
C/C(=N/c1cc2c(cc1OCCOC)[nH]s[nH]2)/O,2.4,3.34
COCCOCCOc1ccc(c2c1[nH]s[nH]2)N,1.8,3.2
C/C(=N/n1c2ccc(cc2[nH]s1)c1ccccc1)/O,2.21,3.29
CN(C)c1ccc2c(c1)n(N(C)C)s[nH]2,1.5,3.16
CN(C)c1cc2c(cc1c1ccccc1)[nH]s[nH]2,2.28,3.26
CN(C)c1cccc2c1[nH]sn2c1ccccc1,2.21,3.2
CN(C)n1c2cc(ccc2[nH]s1)c1ccccc1,1.91,3.44
C/C(=N/n1c2ccc(cc2[nH]s1)C(C)(C)C)/O,2.15,3.26
CNn1c2cc(ccc2[nH]s1)N(C)C,1.61,3.21
CNc1ccc2c(c1)[nH]sn2c1ccccc1,2.28,2.95
COCCOCCOc1cccc2c1n(c1ccccc1)s[nH]2,2.12,3.3
C/C(=N/n1c2c(cccc2[nH]s1)C(C)(C)C)/O,2.33,3.37
CNc1cc2c(c(c1)OCCOCCOC)[nH]s[nH]2,1.77,2.93
C/C(=N/n1c2ccc(cc2[nH]s1)OCCOCCOC)/O,2.18,3.24
C/C(=N/n1c2cccc(c2[nH]s1)OCCOCCOC)/O,2.06,3.05
C/C(=N/c1cc2c(cc1OCCOCCOCCOC)[nH]s[nH]2)/O,2.22,3.32
C/C(=N/c1cc2c(cc1OCCOCCOC)[nH]s[nH]2)/O,2.18,3.31
C/C(=N/c1cc2c(c(c1)OCCOCCOC)[nH]s[nH]2)/O,2.13,3.07
C/C(=N/n1c2ccc(cc2[nH]s1)OCCOCCOCCOC)/O,2.02,3.23
CN(C)c1ccc2c(c1)ON(O)O2,1.55,3.65
CN(C)[N]Oc1ccc(cc1[O])Cl,2.4,3.6
Cc1ccc2c(c1)n(OCCOC)s[nH]2,1.79,3.85
COCCOCCOCCOn1c2ccccc2[nH]s1,1.68,3.89
CN(C)c1ccc2c(c1)[nH]sn2OCCOCCOCCOC,1.52,3.59
CC(=O)n1c2cccc(c2[nH]s1)OCCOC,2.45,3.41
COCCOn1c2cccc(c2[nH]s1)N,1.83,3.96
CC(=O)n1c2cccc(c2[nH]s1)C(C)(C)C,2.15,3.75
C#Cc1ccc(c(c1)[O])O[N]N(C)C,2.41,3.52
CCn1c2cccc(c2[nH]s1)N(C)C,1.55,3.19
Cn1c2cc(ccc2[nH]s1)c1ccccc1,2.03,3.26
C=Cn1c2c(cccc2OCCOCCOC)[nH]s1,1.92,3.26
CCn1c2ccc(cc2[nH]s1)c1ccccc1,1.96,3.23
C=Cc1ccc(c(c1)[O])O[N]N(C)C,2.37,3.39
COCCOn1c2ccc(cc2[nH]s1)O,1.63,3.87
CNc1cccc2c1[nH]sn2OCCOCCOC,1.84,3.76
COCCOCCOn1c2ccccc2[nH]s1,1.73,3.9
C/C(=N\[C]1C(=C(Br)Br)C(=c2ccn(C)cc2)C=CN1C)/O.[Br],1.62,3.04
CN(C)[N]Oc1ccc(cc1[O])F,2.37,3.6
COCCOCCOc1cccc2c1[nH]sn2OCCOCCOC,1.58,3.45
COCCOc1ccc2c(c1)[nH]sn2OCCOC,1.62,3.86
C=Cn1c2cccc(c2[nH]s1)OCCOC,1.61,3.07
Cc1ccc2c(c1)[nH]sn2OCCOC,1.61,3.86
c1ccc(cc1)n1c2cccc(c2[nH]s1)O,2.35,3.2
CCc1ccc2c(c1)[nH]sn2C=C,2.2,3.32
CC(C)(C)n1c2cccc(c2[nH]s1)OC,1.72,3.23
CCc1ccc2c(c1)[nH]sn2C(C)(C)C,2.04,2.86
CC(C)(C)n1c2cccc(c2[nH]s1)N(=O)=O,1.92,3.23
CC(C)(C)n1c2cc(ccc2[nH]s1)N(C)C,1.56,3.06
COCCOCCOn1c2ccc(cc2[nH]s1)N,1.56,3.73
CN(C)[C]1C(=C(Br)Br)C(=c2ccn(C)cc2)C=CN1C.[Br],1.71,3.49
CCn1c2ccccc2n(OCCOCCOC)s1,1.55,3.65
C=Cc1ccc2c(c1)[nH]sn2C(C)(C)C,2.09,2.94
CNn1c2ccccc2n(OCCOCCOC)s1,1.88,3.67
CCn1c2ccccc2n(N(C)C)s1,1.67,3.16
COCCOCCOc1cc(cc2c1[nH]s[nH]2)N(=O)=O,1.99,3.37
CN(C)n1c2ccccc2n(OCCOC)s1,1.58,3.85
C=Cn1c2ccccc2n(OCCOCCOCCOC)s1,1.83,3.79
COCCOCCOc1ccc2c(c1OCCOC)[nH]s[nH]2,1.87,3.11
CC(C)(C)n1c2cc(ccc2[nH]s1)NC,2.46,2.88
COCCOCCOc1ccc(c2c1[nH]s[nH]2)N(=O)=O,1.88,3.19
CNn1c2cccc(c2[nH]s1)OCCOC,2.11,3.28
CCc1ccc(CC)c2c1[nH]s[nH]2,1.74,3.38
CC(C)(C)n1c2ccccc2n(N(C)C)s1,1.52,3.09
c1ccc(cc1)c1ccc(c2c1[nH]s[nH]2)N(=O)=O,1.99,3.53
COCCOc1c(ccc2c1[nH]s[nH]2)c1ccccc1,2.13,3.45
COCCOCCOCCOn1c2ccc(cc2[nH]s1)N,1.56,3.73
COCCOCCOn1c2cccc(c2[nH]s1)O,2.03,3.91
Cc1ccc(c2c1[nH]s[nH]2)OCCOCCOC,1.72,3.12
COCCOCCOc1cc(c2c(c1)[nH]s[nH]2)F,2.01,3.54
Cc1ccc2c(c1OCCOCCOCCOC)[nH]s[nH]2,2.17,3.45
COCCOCCOc1cccc2c1[nH]s[nH]2,1.74,3.15
CC(C)(C)c1cc(cc2c1[nH]s[nH]2)C(F)(F)F,2.21,3.55
COCCOCCOc1cc2c(cc1N(=O)=O)[nH]s[nH]2,1.98,3.67
COCCOCCOc1cccc2c1[nH]sn2c1ccccc1,2.21,3.02
COCCOCCOCCOc1ccc2c(c1)[nH]sn2OCCOC,1.86,3.7
Cc1cc2c(cc1OCCOC)[nH]s[nH]2,2.26,3.29
COCCOCCOn1c2cccc(c2[nH]s1)F,1.81,3.99
C#Cc1cccc2c1[nH]sn2c1ccccc1,2.36,3.27
COCCOCCOCCOn1c2ccccc2n(c2ccccc2)s1,1.75,3.69
Cc1ccc2c(c1)[nH]sn2OCCOCCOC,1.66,3.8
Cc1ccc(c2c1[nH]s[nH]2)OCCOCCOCCOC,1.8,3.28
CC(C)(C)c1c(ccc2c1[nH]s[nH]2)C#N,2.04,3.52
COCCOCCOc1ccc2c(c1)[nH]sn2OCCOC,1.58,3.9
COCCOc1ccc2c(c1O)[nH]s[nH]2,2.44,3.34
COCCOc1ccc2c(c1)[nH]sn2c1ccccc1,2.25,3.18
CC(C)(C)c1ccc2c(c1)[nH]sn2C(C)(C)C,2.05,2.84
CN(C)n1c2ccc(cc2[nH]s1)OCCOC,1.56,3.39
COCCOc1cc2c(cc1C(F)(F)F)[nH]s[nH]2,2.37,3.51
CCn1c2ccccc2n(C(=O)C)s1,2.48,3.39
CN(C)n1c2ccc(cc2[nH]s1)OCCOCCOCCOC,1.58,3.39
CNc1c(ccc2c1[nH]s[nH]2)OCCOC,2.49,3.23
CC(C)(C)c1ccc2c(c1)n(C(C)(C)C)s[nH]2,2.02,2.88
COCCOn1c2ccc(cc2[nH]s1)N,1.56,3.74
COCCOCCOCCOc1ccc(c2c1[nH]s[nH]2)C(F)(F)F,1.84,3.47
CN(C)n1c2cccc(c2[nH]s1)OCCOCCOC,1.77,3.2
COCCOc1ccc(c2c1[nH]s[nH]2)OC,1.84,3.07
CCc1cccc2c1[nH]sn2C(=O)C,2.32,3.56
COCCOCCOCCOn1c2ccc(cc2[nH]s1)F,1.69,3.95
CCn1c2ccc(cc2[nH]s1)OCCOC,1.91,3.2
COCCOc1ccc2c(c1)[nH]sn2O,1.77,3.86
CC(=O)c1ccc(c2c1[nH]s[nH]2)OCCOC,2.24,3.05
COCCOCCOCCOc1c(ccc2c1[nH]s[nH]2)OC,2.19,3.43
COCCOc1c(ccc2c1[nH]s[nH]2)Cl,2.21,3.55
CC(C)(C)c1ccc2c(c1NC)[nH]s[nH]2,1.82,3.35
COCCOCCOCCOc1ccc2c(c1)n(N)s[nH]2,2.1,3.31
CC(=O)n1c2cccc(c3ccccc3)c2[nH]s1,2.48,3.73
C#Cn1c2c(cccc2OCCOC)[nH]s1,2.43,3.66
COCCOCCOc1ccc(c2c1[nH]s[nH]2)F,1.97,3.28
CCc1ccc2c(c1)n(CC)s[nH]2,1.91,3.19
CC(C)(C)c1cccc2c1[nH]sn2C(C)(C)C,1.77,3.08
CN(C)c1cccc2c1[nH]sn2OC,1.53,3.77
CCc1cc(cc2c1[nH]s[nH]2)OCCOCCOCCOC,2.07,3.08
COCCOCCOCCOc1ccc2c(c1N(=O)=O)[nH]s[nH]2,1.99,3.5
CNc1cccc2c1[nH]sn2OCCOCCOCCOC,1.86,3.86
COCCOCCOc1cc2c(c(c1)OCCOC)[nH]s[nH]2,1.86,3.19
Cn1c2ccccc2n(c2ccccc2)s1,2.06,3.1
CC(C)(C)n1c2cc(ccc2[nH]s1)c1ccccc1,2.08,2.91
COCCOCCOCCOc1ccc2c(c1O)[nH]s[nH]2,2.43,3.39
COCCOc1cc2c(c(c1)N(=O)=O)[nH]s[nH]2,2.11,3.44
CNc1c(ccc2c1[nH]s[nH]2)OCCOCCOCCOC,2.13,3.42
