SMILES,Affinity,Ionization
C(C(Cl)Cl)(Cl)Cl,2.26,7.02
C(=O)(C#CC(=O)OCC)OCC,1.71,6.59
Cl[C@]12[C@@]3(Cl)[C@]4(C([C@@]2([C@]2([C@]1(Cl)C([C@@]3([C@@]42Cl)Cl)(Cl)Cl)Cl)Cl)(Cl)Cl)Cl,1.89,6.87
C(F)(F)(F)c1cc(N(=O)=O)ccc1,2.23,6.52
c1cc2c(cc1)C(=O)c1c(C2=O)c(c(cc1)N(=O)=O)C,2.49,6.01
c1cc2c(cc1)C(=O)c1c(C2=O)c(c(cc1)C)C#N,2.36,6.11
c1c(c(cs1)N(=O)=O)N(=O)=O,2.36,6.25
S([O])([O])(O)c1cc(N(=O)=O)ccc1C,2.25,6.31
S(=O)(=O)(c1ccc(cc1)F)F,2.12,6.29
C(=O)(/C=C\C(=O)OCCCC)OCCCC,1.53,6.05
c1(cc(cs1)N(=O)=O)N(=O)=O,2.45,6.48
C(P(=O)(O)O)(P(=O)(O)O)(C)O,1.69,6.12
c1cc(cc(c1)N(=O)=O)N(=O)=O,2.34,6.97
P(=O)(Cl)(N1C(=O)OCC1)N1C(=O)OCC1,1.94,6.24
S([O])([O])(O)[C@@H]1C(=O)N(C(=O)C1)O,2.35,6.28
C(=C(\S(=O)(=O)CCC)/Cl)(/S(=O)(=O)CCC)\Cl,2.2,6.36
C(CCCCCCC)S(=O)(=O)F,2.09,6.37
P(=O)(OCC)(OCC)Cl,1.62,6.73
C(#N)c1cc(N(=O)=O)ccc1C,2.2,6.24
C(=O)(O)c1ccc(cc1)C(=O)O,1.55,6.15
Cl[C@H]1[C@@H](Cl)[C@H](Cl)[C@H]([C@H]([C@@H]1Cl)Cl)Cl,2.38,6.62
C(=O)c1c(F)c(F)c(c(c1F)F)F,1.65,6.06
C(C(Cl)(F)F)(Cl)(Cl)F,2.21,7.77
C1(C(=C(C(C(=C1F)F)(F)F)F)F)(F)F,1.83,6.74
C(c1c(C(F)(F)F)c(C(F)(F)F)c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)(F)F,2.33,7.5
c1(c(c(c(c(c1F)F)C#N)F)F)C#N,2.14,6.35
c1c(csc1C(=O)O)N(=O)=O,2.1,6.13
c1c(C#N)csc1N(=O)=O,2.42,6.22
c1cnc(c(Cl)n1)N(=O)=O,2.49,6.48
c1c(c(cs1)N(=O)=O)C(F)(F)F,2.14,6.17
[C@]([C@@](OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F)(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F,2.22,7.88
c1(c(ccc(c1)N(=O)=O)F)N(=O)=O,2.35,6.65
C1(=C(C(=O)NC1=O)Cl)Cl,2.34,6.2
c12c(C(=O)SC1=O)cccc2,2.0,6.11
c1csc(c1N(=O)=O)C(F)(F)F,2.33,6.18
c1c(csc1N(=O)=O)C(Cl)(Cl)Cl,2.34,6.06
COCCOCCOc1c(ccs1)C(=O)O,2.08,6.07
CC(=O)c1cc(N(=O)=O)sc1,2.28,6.06
CC(=O)c1ccc(C(=O)O)s1,1.81,6.04
CC(=O)c1c(ccs1)OCCOC,2.41,6.22
c1c(csc1N(=O)=O)C(F)(F)F,2.37,6.25
COC(OC)C.[N]1[S@@]([O])(O[Zn]O[S@@]1([O])C(F)(F)F)C(F)(F)F,2.02,7.45
CN(C)c1ccccc1.[N]1[S@@]([O])(O[Mg]O[S@@]1([O])C(F)(F)F)C(F)(F)F,1.86,6.48
c1c(C(F)(F)F)nc(cn1)Cl,1.52,6.32
S1(C)(C)O[Zn]2(O1)O[S@@]([N][S@](O2)([O])C(F)(F)F)([O])C(F)(F)F,2.1,6.84
C[C][N][Zn]1O[S@@]([N][S@](O1)([O])C(F)(F)F)([O])C(F)(F)F,1.78,6.93
CC(=O)c1c(ccs1)C#N,1.73,6.06
CNC.[N]1[S@@]([O])(O[Mg]O[S@@]1([O])C(F)(F)F)C(F)(F)F,1.62,7.71
CCC1(CCCC1)C(Cl)(Cl)Cl,2.06,6.96
[N]1[S@@]([O])(O[Mg]O[S@@]1([O])C(F)(F)F)C(F)(F)F,1.56,6.84
C1C[C@H](C[C@@H]1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.04,7.21
C#C[C@@H]1CC[C@H](C1)C(Cl)(Cl)Cl,2.37,6.09
CC[C@@H]1CC[C@H](C1)C(Cl)(Cl)Cl,2.41,6.3
C1C[C@H](C[C@@H]1C(Cl)(Cl)Cl)N(=O)=O,1.95,7.17
CC[C@@H]1CCC[C@@H]1C(Cl)(Cl)Cl,2.25,6.59
C#CC1(CCCC1)C(Cl)(Cl)Cl,2.13,6.43
COCCOCCOCCOCCOC.[N]1[S@@]([O])(O[Mg]O[S@@]1([O])C(F)(F)F)C(F)(F)F,1.94,6.53
S(=O)(=O)(C)C.[N]1[S@@]([O])(O[Mg]O[S@@]1([O])C(F)(F)F)C(F)(F)F,2.2,6.82
C1C[C@H](C[C@@H]1C(=N)O)N(=O)=O,1.52,6.17
C1C[C@H](C[C@@H]1C#N)C(Cl)(Cl)Cl,2.43,7.25
C1C[C@H]([C@H](C1)C(Cl)(Cl)Cl)C(=N)O,2.23,6.0
C1C[C@H]([C@H](C1)N(=O)=O)N(=O)=O,1.76,6.76
C1C[C@H](C[C@H](C1)N(=O)=O)N(=O)=O,1.58,7.28
C#C[C@@H]1CC[C@H](CC1)N(=O)=O,1.58,6.14
C[C@@H]1CC[C@H](C1)C(Cl)(Cl)Cl,2.4,6.32
C=CC1(CCCC1)C(Cl)(Cl)Cl,2.18,6.0
C1C[C@@H](C#N)[C@H](C1)C(Cl)(Cl)Cl,2.29,7.05
CC1(CCCC1)C(Cl)(Cl)Cl,2.06,7.0
C1C[C@H](C[C@H](C1)N(=O)=O)C#N,1.54,7.04
C1CCC(CC1)(C(=N)O)N(=O)=O,2.15,6.01
C1C[C@H](C[C@H](C1)F)C(Cl)(Cl)Cl,2.04,6.99
C1CCC(C1)(C(Cl)(Cl)Cl)N(=O)=O,2.45,6.93
C1CCC(C1)(C(Cl)(Cl)Cl)F,2.23,7.25
C1C[C@H](C[C@@H]1C(Cl)(Cl)Cl)O,2.34,6.0
C1CCC(CC1)(C#N)C(Cl)(Cl)Cl,2.4,7.03
C1CCC(C1)(N(=O)=O)N(=O)=O,2.23,7.07
C1C[C@H](CC[C@@H]1N(=O)=O)N(=O)=O,1.52,6.89
C1C[C@H](CC[C@@H]1C#N)N(=O)=O,1.51,7.13
C#C[C@@H]1CCC[C@@H](C1)N(=O)=O,1.6,6.22
c1c(C(=O)O)nc(cn1)Cl,1.77,6.16
C(#N)c1cnc(cn1)C(F)(F)F,2.05,6.55
c1c(C(=O)O)ncc(C(F)(F)F)n1,2.0,6.29
c1c(C(=O)O)nc(cn1)C(F)(F)F,1.81,6.25
C(#N)c1cncc(C(F)(F)F)n1,1.87,6.54
c1c(C(=O)O)nc(cn1)C(=O)O,1.73,6.07
c1c(C(=O)O)ncc(C(=O)O)n1,2.15,6.09
c1c(C(=O)O)nc(cn1)C(Cl)(Cl)Cl,1.8,6.17
C#Cc1cnc(cn1)C(F)(F)F,1.64,6.07
c1c(C(F)(F)F)nc(cn1)F,1.51,6.47
CC(C)(C)c1cncc(n1)N(=O)=O,2.36,6.02
c1cnc(c(C(=O)O)n1)Cl,1.72,6.08
c1c(C(=O)O)ncc(Cl)n1,1.65,6.19
c1cnc(c(C(=O)O)n1)C(F)(F)F,1.76,6.22
c1cnc(c(C#N)n1)C(F)(F)F,1.83,6.56
CCc1cnc(cn1)N(=O)=O,2.36,6.11
c1c(C(F)(F)F)nc(cn1)C(F)(F)F,1.68,6.46
CCc1c(nccn1)N(=O)=O,2.29,6.08
c1c(C(F)(F)F)ncc(C(F)(F)F)n1,1.77,6.5
CCc1cncc(n1)N(=O)=O,2.39,6.13
ClC(Cl)(Cl)Cl,2.43,7.51
N([Si](C(F)(F)F)(F)F)([Si](F)(F)C(F)(F)F)[Mg],2.14,6.85
