SMILES,Affinity,Ionization
[C@](CCC(=O)C)(C=O)(C)c1ccccc1,0.41,5.3
c12c(c(=O)[nH]c(=O)[nH]1)[nH]cn2,0.45,5.02
C(COC(=O)OCC)c1ccccc1,-0.55,5.3
C[C@@]12C(C)(C)[C@@H](C[C@@H]1O)CC2,-0.77,5.02
C(=O)(OCC)C1(C(=O)OCC)N(Cc2ccccc2)C(=O)C1,0.36,5.39
N(C(=O)SCC)(CCC)CCC,-0.77,5.05
C(COCCOC)CCCCS,-0.62,5.31
C(CCCC=C)OCCOC,-0.81,5.51
C(=O)(CCC(=O)C)C1CCCCC1,0.13,5.35
C(=O)(O)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,-0.54,5.87
[C@H](C(=O)NCC(=O)O)(NC(=O)CC[C@@H](C(=O)O)N)CS,0.23,5.35
[C@]12(C(=O)OC)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,-0.83,5.77
N(C(=O)C(C)C)C1CCCCC1,-0.71,5.4
[Si](CCC[Si](C)(C)C)(C)(C)C,-0.69,5.01
[C@]12(C(C)(C)C)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,-0.87,5.54
[Si](C[Si](C)(C)C)(C)(C)C,-0.68,5.32
c1(c2ccccc2)c(ccc(c1)Cl)Cl,0.46,5.04
C(P(=O)(OC)OC)(CC(=O)C)(C)C,0.1,5.62
[C@H]12C(=O)CC[C@H](C1)C(=O)CC2,0.18,5.56
C(CCCCOCCO)CCCCCCC,-1.08,5.58
C(CC(=O)O)CCCCCCCCSC(=O)C,0.16,5.48
C1CC(CSC1)(NC(=O)C)NC(=O)C,-0.66,5.01
C1C[C@H]([C@H](SC1)NC(=O)C)NC(=O)C,-0.7,5.01
[C@@H]1(C[C@H](CSC1)C#N)C#N,-0.44,5.25
[C@@H]1(CC[C@H](SC1)C#C)C#C,0.12,5.01
C1[C@H]([C@H](CSC1)NC(=O)C)NC(=O)C,-0.43,5.0
[C@H](CCl)(O)c1ccccc1,-0.28,5.46
C[C@H]1c2c(OC(=O)C1)cccc2,-0.0,5.1
O=C1N[C@H]2[C@@H](O1)Cc1c2cccc1,-0.24,5.34
C([Si](C)(C)Cl)(C)(C)C,-0.69,5.31
C(C#N)(C#N)c1ccc(cc1)C,-0.05,5.54
O=C1C[C@@H]2[C@@H](CC1)CCCC2,-0.06,5.46
O=c1n(c(=O)[nH][nH]1)c1ccccc1,0.14,5.22
C(=O)(N1CCCCC1)c1ccccc1,0.49,5.06
C(=O)N1Cc2c(CC1)cccc2,-0.38,5.19
C(O)[C@@H]1[C@@H](O)[C@H](O)[C@H](C(=O)O1)O,-0.08,5.8
S(=O)(=O)([O])O.C(CCCCCCC)N1[CH]N(C=C1)C,0.45,5.72
C(=O)(OC)[C@@H]1C(=O)CCCC1,0.45,5.69
[C@H](CC(=O)C)(O)c1ccccc1,-0.24,5.26
O=S1(=O)c2c(CN1C)cccc2,0.43,5.2
S(=O)(=O)(CCO)c1ccc(cc1)O,0.35,5.36
C(=O)(CCC=C)N1[C@@H](OC)CCC1,-0.7,5.2
C(CCCCC=C)CCCC(=O)O,-0.37,5.48
C(=O)(OCC)[C@@H]1[C@@H](C(=O)OCC)CCCC1,-0.28,5.87
C(CCCCCCCC)C(C)(C)S,-0.67,5.3
N(C(OC)(C)C)(C(C)C)C=O,-1.08,5.45
C(CC(=O)OC)(C(=O)OC)C(=O)OC,0.05,5.94
C(COCCCC)OCCCC,-1.05,5.19
O=C1C[C@H](CCC1)[C@@H]1CC(=O)CCC1,-0.08,5.46
O(C)[C@@H]1N(C=O)CCCCC1,-0.8,5.37
S(=O)(=O)(c1ccc(cc1)O)c1ccc(cc1)O,0.03,5.06
C(N1C(=O)CCC1)c1ccccc1,-0.43,5.12
[C@H](C(=O)O)(N)c1ccccc1,0.11,5.15
C[C@@H]1[C@@H](OC(=O)N1)c1ccccc1,-0.4,5.54
C([C@@H](CC=C)O)c1ccccc1,-0.29,5.12
C(=O)(CC[C@@H](C)O)N1CCCC1,-0.71,5.14
C([C@]1(C)C(=O)CCCC1)c1ccccc1,0.09,5.19
O(C)[C@@H]1N(C=O)CCN(C1)C=O,-0.66,5.26
[C@H]([C@@H](C(=O)C)C)(O)c1ccccc1,0.48,5.24
C[C@]12C(C)(C)[C@H](CC1=O)CC2,-0.23,5.27
O[C@]12[C@@H](C[C@H](O1)c1ccccc1)C(=O)CCC2,-0.0,5.27
O=C1N[C@@H](CO1)c1ccccc1,-0.35,5.45
O(C)[C@H]1c2c(CCN1C=O)cccc2,-0.29,5.26
C(=O)(OC)[C@@H]1[C@H]([C@@H](CC1=O)c1ccccc1)c1ccccc1,0.42,5.31
C(CCC)[C@]1(C)C(=O)CCCC1,-0.07,5.35
C([C@H]1COC(=O)N1)c1ccccc1,-0.45,5.28
O(CCOCCO)CCOCCO,-1.1,5.76
C(F)(F)(F)c1c(Cl)cccc1,0.47,5.72
C(=O)(Oc1ccccc1)N1C(=O)O[C@H](C1)[C@@H](Sc1ccccc1)F,0.1,5.1
O(C)[C@@]12[C@@](C)(C[C@](O1)(C=C)C)C(=O)CC2,0.22,5.56
C(=O)(OC)[C@@]12C[C@](C(=C)C1)(C)CCC2=O,0.34,5.46
[C@H](/C=C/[C@@H](C(=O)O)c1ccccc1)(C(=O)O)c1ccccc1,-0.1,5.11
C(S([O])([O])O)[C@]12C(C)(C)[C@H](CC1=O)CC2,0.27,5.65
C(F)(F)(F)c1ccc(cc1)CO,0.41,5.75
C(C)(C)(C)[C@@H]1CC[C@H](CC1)O,-0.68,5.64
O(C)[C@@]12[C@@](C)(C[C@@H](O1)/C=C/C)C(=O)CC2,0.21,5.24
O=S1(=O)c2c(CN1)cccc2,0.43,5.64
C[C@@]1(O)[C@H]2[C@@H](CCCC2)CCC1,-0.8,5.21
C([C@@H](CCCCCC)O)CCC(=O)C,0.02,5.63
C(CC)N1[CH]N(C=C1)C.[Cl],0.43,5.24
C(CCCc1ccccc1)c1ccccc1,-0.69,5.13
O(C)[C@@]12[C@@](C)(C[C@@H](O1)c1ccccc1)C(=O)CC2,0.16,5.28
[C@H](CCC(=O)O)(C(C)(C)C)C=C,-0.48,5.33
[C@H](C(C)(C)C)(O)c1ccccc1,-0.38,5.04
P(=O)(OCCCC)(OCCCC)C(C)(C)O,-0.71,5.54
C(=O)(OC)[C@@]12[C@@](OC)(O[C@H](C1)c1ccccc1)CCCC2,-0.42,5.22
C(C[C@@H](C)O)c1ccccc1,-0.62,5.19
[C@H]([C@@H](CC(=O)OC)c1ccccc1)(CC(=O)OC)c1ccccc1,-0.33,5.08
C(=C\CC(=O)O)(/CC(=O)O)\C,-0.23,5.26
[C@@H](C(=O)O)(O)c1ccccc1,0.14,5.47
C(CC(=O)NCc1ccccc1)c1ccccc1,-0.38,5.2
C(COCCOC)OCC(=O)O,0.07,5.32
C(N1[C@H](C(=O)OCC)[C@@H](C1=O)CC)c1ccccc1,-0.17,5.31
C(CCCCCCC)N1C(=O)CCC1,-0.96,5.11
C(=O)(OC(=O)CCC)CCC,0.38,5.96
C(=O)(C)N1[C@H]2[C@@H](OC1=O)Cc1c2cccc1,0.13,5.39
[C@H](P(=O)(OCC)OCC)(O)C1CCCCC1,-0.61,5.52
[C@H](N(CC(F)(F)F)CC)(C#N)c1ccccc1,-0.12,5.02
[C@@]12(C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@@H]1[C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)C3,-0.83,5.18
P(=O)(Oc1c(Cl)cccc1)(Oc1c(Cl)cccc1)Oc1c(Cl)cccc1,-0.07,5.34
[C@]([C@@](C)(O)c1ccc(cc1)C(F)(F)F)(C)(O)c1ccc(cc1)C(F)(F)F,0.23,5.5
C[C@]12[C@@]3(C)[C@@H](CC[C@@H]1C(=O)CCC2)C(=O)CCC3,-0.21,5.25
[C@H]1([C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)C3)[C@@H]1[C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)C3,-0.87,5.31
C(OC(=O)CC[C@@H](C(=O)O)N)c1ccccc1,-0.22,5.28
[Si](CCCCl)(OC)(OC)OC,-0.7,5.85
O(C(=O)C)[C@H]1[C@H](OC(=O)C)C=CO[C@@H]1COC(=O)C,-0.02,5.16
[Si](Cl)(c1ccccc1)(c1ccccc1)c1ccccc1,0.38,5.4
C(CC[C@H](CO)O)CCCCC,-0.55,5.79
C(CCCCOCCOC)CSC(=O)C,0.29,5.58
[C@@]12(C[C@@H]3C[C@H](C1)C[C@H](C2)C3)CC,-0.86,5.58
N(C(=O)C)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,-0.75,5.29
C(O)[C@]12[C@H]([C@H]3[C@@H](O1)COC(O3)(C)C)OC(O2)(C)C,-0.78,5.77
[Si](CCCOC[C@@H]1CO1)(OC)(OC)OC,-0.73,5.57
[C@@H](CO)(O)[C@@H]1[C@H]2[C@@H](O[C@@H](O1)c1ccccc1)CO[C@@H](O2)c1ccccc1,-0.24,5.44
[C@H]12[C@H]3[C@H](CC[C@@H]1CCCC2)CCCC3,-1.18,5.47
C(CCCCCCS)CCCCCS,-0.87,5.23
[C@@]12(C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,-0.81,5.01
[C@H](C(C(=O)OCC)(C)C)(O)c1ccccc1,-0.21,5.36
[C@H](CCCC[C@@H](CCCC)C)(CCCC)C,-0.97,5.98
[C@H](P(=O)(OCC)OCC)(C)c1ccccc1,-0.47,5.24
[Si](c1ccc(cc1)[Si](C)(C)C)(C)(C)C,-0.24,5.12
C(C)(C)(C)C1CCC(=O)CC1,-0.07,5.52
[C@H]([C@@H](O)c1ccc(cc1)Cl)(O)c1ccc(cc1)Cl,0.04,5.11
[C@@H]([C@H](O)c1c(C)cccc1)(O)c1c(C)cccc1,-0.15,5.03
CCc1cscc1C(F)(F)F,0.16,5.2
CC(C)(C)c1ccsc1C(F)(F)F,0.43,5.33
CC(C)(C)c1cscc1C(F)(F)F,0.12,5.22
[C@]12(C(C)(C)C)C[C@@]3(C[C@](C1)(C[C@](C2)(C3)C)C)C,-0.96,5.16
O(C(=O)CCCCCSC(=O)C)N1C(=O)CCC1=O,0.29,5.55
C[C@@H]1[C@@H](OC(=O)N1C(=O)C)c1ccccc1,-0.02,5.54
c1cscc1C(F)(F)F,0.25,5.47
Cc1cc(C(F)(F)F)sc1,0.44,5.26
c1c(csc1F)C(F)(F)F,0.49,5.39
CC(C)(C)c1c(ccs1)C#N,0.45,5.17
c1c(c(cs1)C(F)(F)F)C(F)(F)F,0.47,5.94
CC(C)(C)c1c(ccs1)C(F)(F)F,0.19,5.1
Cc1cscc1C(F)(F)F,0.17,5.25
CC(C)(C)c1cscc1F,-0.22,5.02
CCc1c(ccs1)C(F)(F)F,0.19,5.11
Cc1ccc(C(F)(F)F)s1,0.43,5.19
c1ccc(cc1)[C@@H]1CCC[C@@H]1F,-0.74,5.39
c1ccc(cc1)C1(CCCC1)C#N,-0.14,5.47
C#CC1(CCCCC1)C(=N)O,-0.83,5.71
COC1(CCCCC1)C(=N)O,-0.77,5.49
C#C[C@@H]1CC[C@H](CC1)C(=N)O,-0.7,5.72
c1ccc(cc1)C1(CCCC1)O,-0.68,5.18
CC[C@@H]1CC[C@H](C1)c1ccccc1,-0.9,5.24
C=C/C=C\O.CNCCNC,0.18,5.83
CO[C@@H]1CCCC[C@@H]1[C]([NH])O,-1.02,5.78
c1ccc(cc1)[C@@H]1CCC[C@@H](C1)F,-0.68,5.21
c1ccc(cc1)[C@@H]1CC[C@H](CC1)F,-0.73,5.18
COC1(CCCCC1)c1ccccc1,-0.77,5.46
C=C[C@@H]1CC[C@H](CC1)c1ccccc1,-0.76,5.14
C=C[C@@H]1CCC[C@@H](C1)C(=N)O,-0.99,5.73
c1ccc(cc1)[C@H]1CCCC[C@H]1O,-0.7,5.03
c1ccc(cc1)[C@@H]1CC[C@H](CC1)c1ccccc1,-0.89,5.31
c1ccc(cc1)[C@@H]1CCCC[C@@H]1C#N,-0.55,5.3
C#C[C@H]1CCCC[C@H]1c1ccccc1,-0.72,5.23
CC[C@@H]1CCC[C@@H](C1)c1ccccc1,-0.91,5.09
CC[C@H]1CCCC[C@H]1c1ccccc1,-0.78,5.09
C[C@@H]1CCC[C@@H]1c1ccccc1,-0.86,5.27
c1ccc(cc1)[C@@H]1CCC[C@@H](C1)c1ccccc1,-0.67,5.0
c1ccc(cc1)[C@@H]1CCC[C@@H]1C(=N)O,-0.34,5.5
c1ccc(cc1)[C@@H]1CCC[C@@H]1O,-0.64,5.22
c1ccc(cc1)[C@@H]1CC[C@H](C1)F,-0.81,5.38
CCC1(CCCC1)c1ccccc1,-1.01,5.33
C=C[C@@H]1CC[C@H](C1)c1ccccc1,-0.76,5.04
c1ccc(cc1)C1(CCCC1)C(=N)O,-0.21,5.45
c1ccc(cc1)[C@@H]1CC[C@H](C1)O,-0.81,5.2
CO[C@H]1CCC[C@H]1c1ccccc1,-0.96,5.07
C[C@@H]1CC[C@H](C1)c1ccccc1,-0.86,5.23
c1ccc(cc1)[C@H]1CCCC[C@H]1C(=N)O,-0.18,5.28
C#C[C@@H]1CCC[C@@H]1c1ccccc1,-0.81,5.33
C=C[C@@H]1CCC[C@@H]1c1ccccc1,-0.56,5.03
COC1(CCCC1)c1ccccc1,-0.72,5.38
C=C[C@@H]1CC[C@H](CC1)C(=N)O,-0.52,5.75
c1ccc(cc1)[C@H]1CCC[C@H]1C#N,-0.51,5.33
c1ccc(cc1)C1(CCCC1)c1ccccc1,-0.6,5.05
C#C[C@@H]1CC[C@H](C1)c1ccccc1,-0.87,5.32
CC1(CCCC1)c1ccccc1,-0.97,5.35
CC[C@@H]1CCC[C@@H]1c1ccccc1,-0.66,5.07
c1ccc(cc1)[C@@H]1CC[C@H](C1)C(=N)O,-0.72,5.39
C#CC1(CCCC1)c1ccccc1,-0.64,5.41
CC(C)(C)c1c(nccn1)OC,0.39,5.09
Cc1c(C(C)(C)C)nccn1,0.48,5.22
CCc1c(nccn1)OCCOC,0.49,5.14
CC(C)(C)c1cnc(cn1)C(C)(C)C,0.39,5.09
CC(C)(C)c1c(C(C)(C)C)nccn1,0.34,5.1
CCc1c(nccn1)OCCOCCOC,0.48,5.11
CCc1c(nccn1)OCCOCCOCCOC,0.48,5.12
Cc1c(nccn1)OCCOCCOC,0.48,5.12
CCc1c(C(C)(C)C)nccn1,0.47,5.19
CC(C)(C)c1c(nccn1)OCCOCCOCCOC,0.38,5.09
Cc1c(nccn1)OCCOCCOCCOC,0.47,5.15
CC(C)(C)c1c(nccn1)OCCOC,0.37,5.08
CC(C)(C)c1c(nccn1)OCCOCCOC,0.37,5.08
Cc1c(nccn1)OCCOC,0.47,5.13
c1cc2c(cc1C(F)(F)F)ON(O)O2,0.35,5.06
c1cc(c2c(c1)ON(O)O2)C(F)(F)F,0.44,5.03
c1cc2c(cc1C(F)(F)F)ON(C(F)(F)F)O2,0.47,5.13
