SMILES,Affinity,Ionization
C=Cc1ccc2c(c1)ON(N(=O)=O)O2,3.27,4.37
c1cc2c(c(c1C(Br)(Br)Br)C(=O)O)ONO2,3.46,4.83
c1c(c(cc2c1ONO2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.84,4.93
COCCOCCOc1ccc2c(c1)ON(N(=O)=O)O2,3.04,4.26
c1cc2c(c(c1C(=O)O)C(Cl)(Cl)Cl)ONO2,2.81,4.83
C=Cc1cc2c(cc1C(Br)(Br)Br)ONO2,2.98,4.55
COc1ccc2c(c1)ON(N(=O)=O)O2,3.25,4.22
COCCOCCOCCOc1cscc1C(Cl)(Cl)Cl,2.83,4.79
COCCOc1cc2c(cc1C(Cl)(Cl)Cl)ONO2,2.86,4.38
COc1cc2c(cc1C(Cl)(Cl)Cl)ONO2,2.95,4.37
c1cc2c(cc1F)ON(C(Br)(Br)Br)O2,2.52,4.75
C#Cc1ccc2c(c1)ON(C(Br)(Br)Br)O2,2.52,4.68
c1c(c(cc2c1ONO2)F)C(Br)(Br)Br,3.25,4.72
C#Cc1ccc2c(c1)ON(N(=O)=O)O2,3.3,4.49
COCCOCCOCCOc1cc2c(cc1C(Cl)(Cl)Cl)ONO2,2.87,4.37
COCCOn1c2cc(ccc2[nH]s1)C(Cl)(Cl)Cl,2.87,4.01
c1c(c(cc2c1ONO2)C(F)(F)F)C(Cl)(Cl)Cl,3.3,4.96
COCCOCCOCCOc1ccc2c(c1)ON(N(=O)=O)O2,3.16,4.28
CCc1ccc2c(c1)ON(N(=O)=O)O2,3.21,4.33
COCCOCCOC1=C[CH]C=c2c1ns[nH]2.[Cl],3.44,4.26
COCCOn1c2c(cccc2[nH]s1)C(Br)(Br)Br,3.12,4.02
COCCOCCOc1cc(C(Br)(Br)Br)sc1,3.23,4.55
COCCOCCOCCOn1c2ccccc2n(C(F)(F)F)s1,2.66,4.22
COCCOCCOCCOc1ccsc1C(Cl)(Cl)Cl,3.01,4.76
COCCOCCOCCOc1cc(C(Br)(Br)Br)sc1,3.32,4.58
c1ccc(cc1)c1cccc2c1[nH]sn2N(=O)=O,2.97,4.06
COCCOCCOCCOn1c2cc(ccc2[nH]s1)C(Cl)(Cl)Cl,2.65,4.03
CC(C)(C)c1ccc2c(c1)[nH]sn2N(=O)=O,3.43,4.02
c1ccc(cc1)c1ccc2c(c1)[nH]sn2C#N,3.15,4.0
C=CN1Oc2ccc(cc2O1)C(Cl)(Cl)Cl,2.78,4.39
CC(=O)N1Oc2ccc(cc2O1)C(Cl)(Cl)Cl,2.69,4.72
C=CN1Oc2ccc(cc2O1)C(Br)(Br)Br,2.83,4.48
CC(=O)c1cc(cc2c1ONO2)C(Br)(Br)Br,3.05,4.76
C#CN1Oc2cccc(c2O1)C(Br)(Br)Br,2.8,4.71
CN(C)c1cccc2c1ON(F)O2,3.43,4.18
COc1ccc2c(c1)ON(F)O2,3.48,4.79
CON1Oc2cccc(c2O1)C(Br)(Br)Br,2.77,4.48
CN1Oc2ccc(cc2O1)C(Br)(Br)Br,3.0,4.41
c1cc(c2c(c1)ON(N(=O)=O)O2)C(=O)O,3.31,4.58
CN(C)c1ccc2c(c1)ON(F)O2,3.45,4.0
CNc1ccc2c(c1)ON(F)O2,3.43,4.09
CCN1Oc2ccc(cc2O1)C(Cl)(Cl)Cl,2.79,4.42
c1cc(c2c(c1)ON(N(=O)=O)O2)N(=O)=O,3.38,4.79
CCN1Oc2cccc(c2O1)C(Cl)(Cl)Cl,2.94,4.41
CNc1cccc2c1ON(F)O2,3.48,4.36
CON1Oc2ccc(cc2O1)C(Br)(Br)Br,2.81,4.46
c1cc2c(cc1C(=O)O)ON(N(=O)=O)O2,3.31,4.63
CCN1Oc2ccc(cc2O1)C(Br)(Br)Br,2.84,4.38
CN1Oc2cccc(c2O1)C(Cl)(Cl)Cl,2.94,4.44
c1cc(c2c(c1)ON(N(=O)=O)O2)N,3.36,4.28
c1cc2c(cc1C#N)ON(N(=O)=O)O2,3.34,4.72
