SMILES,Affinity,Ionization
c1c(c(ccn1)c1ccncc1)C#N,1.47,5.83
c1cc(c(cn1)C=C)c1ccnc(c1)C=C,1.07,5.0
c1cc(ccn1)c1cc(ncc1C#C)C#C,1.37,5.27
c1cc(ccn1)c1cc(ncc1C)C,0.87,5.38
c1c(c(ccn1)c1ccncc1)O,0.97,5.19
c1(cc(ccn1)c1ccncc1)C,1.04,5.69
c1cc(cc(n1)C)c1ccncc1O,0.94,5.23
c1c(c(ccn1)c1ccncc1)c1ccccc1,0.99,5.01
c1(cc(ccn1)c1ccncc1)OC,1.01,5.13
c1cc(ccn1)c1c(cncc1C)C=C,0.84,5.02
c1cc(ccn1)c1c(cncc1O)C,0.81,5.13
c1(cc(ccn1)c1ccncc1C)OC,0.83,5.14
c1(cc(ccn1)c1ccncc1C)O,0.9,5.38
c1c(c2c(cc1)nccn2)CC,1.19,5.11
c1c(c2c(cc1)nccn2)C#C,1.48,5.11
Clc1ccc(cc1)C(F)(F)F,1.16,5.8
c1(cc(ccn1)c1ccncc1)C#C,1.22,5.62
c1cc2c(cc1)ncc(n2)NC(=O)C,1.29,5.04
c1cc(ccn1)c1ccnc(c1O)C,0.91,5.03
c1cc(cc(n1)C)c1ccncc1C#N,1.43,5.66
c1cc(ccn1)c1cc(ncc1C#N)C,1.41,5.85
c1cc(ccn1)c1ccnc(c1C)F,1.01,5.74
c1cc(ccn1)c1ccnc(c1C)C=C,0.88,5.09
c1cc(cc(n1)O)c1ccncc1O,0.98,5.22
c1cc(c(cn1)C)c1ccncc1C#N,1.32,5.71
c1cc(ccn1)c1cc(nc(c1)F)C,1.18,5.75
c1cc(ccn1)c1cc(ncc1C)C#N,1.24,5.86
c1(cc(ccn1)c1ccncc1F)C,1.13,5.64
c1c(c(ccn1)c1ccncc1F)F,1.22,5.92
c1cc2c(cc1)ncc(n2)OC,1.07,5.06
c1cc(ccn1)c1cc(ncc1CC)C,0.83,5.34
c1cc(ccn1)c1ccnc(c1C)O,0.86,5.1
c1cc(cc(n1)C)c1ccnc(c1)F,1.19,5.62
c1cc(ccn1)c1ccnc(c1C)C#N,1.24,5.84
c1(cc(ccn1)c1ccncc1C)C,0.86,5.67
c1cc(c(cn1)O)c1ccncc1O,0.85,5.04
c1cc(ccn1)c1c(cncc1F)C,0.95,5.78
O(C)c1c(Cl)c(Cl)ccc1Cl,1.47,5.14
c1cc(ccn1)c1ccnc(c1C#C)C,1.11,5.3
c1(cc(ccn1)c1ccncc1OC)C,0.99,5.1
c1cc(ccn1)c1ccnc(c1F)F,1.27,5.85
c1(cc2c(cc1CC)nccn2)C,1.15,5.16
c1c(c2c(cc1)ncc(n2)C)C#C,1.41,5.03
c1cc(ccn1)c1c(cnc(c1)C#C)C,1.04,5.33
C(=C\C(=O)OC)(\C(=O)OC)/C,1.38,5.89
c1cc(ccn1)c1ccnc(c1c1ccccc1)C,0.88,5.01
Clc1c(Cl)cccc1Cl,1.4,5.62
c1cc(c(cn1)C)c1ccncc1c1ccccc1,0.78,5.07
c1cc(cc(n1)C#C)c1ccncc1C#C,1.3,5.51
C1CC(CSC1)(C#N)C#N,0.69,5.27
c1cc(ccn1)c1ccnc(c1C#N)C,1.4,5.86
O=c1c2c(oc3c1cccc3)cccc2,1.21,5.04
c1cc(ccn1)c1cc(ncc1C)F,1.05,5.68
C([C@@](C=C)(OC)C)C1(C)C(=O)CCC1=O,0.55,5.1
c1cc(cc(n1)NC(=O)C)c1ccnc(c1)C,1.07,5.04
C(CCC)N1C=C[CH]C=C1.[Cl],1.49,5.23
Clc1nc2c(cc1)cccc2,0.91,5.19
Cl[C@@]12[C@@H]3[C@H]([C@@]([C@@H]1Cl)(C=C2Cl)Cl)[C@H]1C[C@@H]3C=C1,1.18,5.21
CN1C(=C[C](C=C1C)C)C.S(=O)(=O)(OC)[O],1.22,5.53
c1cc(cc(n1)C)c1ccnc(c1)C=C,1.04,5.21
c1c(c(ccn1)c1ccncc1F)C,0.92,5.66
c1cc(ccn1)c1cc(nc(c1)C(=O)O)C,1.33,5.91
c1(cc(ccn1)c1ccnc(c1)c1ccccc1)c1ccccc1,1.1,5.02
c1cc(ccn1)c1c(cnc(c1)C)C(=O)O,1.3,5.88
c1cc(cc(n1)C#C)c1ccnc(c1)C#C,1.34,5.59
c1cc(ccn1)c1c(cncc1C)CC,0.65,5.43
c1cc(ccn1)c1cc(ncc1F)F,1.32,5.87
c1cc(c(cn1)C)c1ccnc(c1)C(=O)O,1.27,5.74
c1(cc(ccn1)c1ccncc1C(=O)O)C,1.35,5.45
c1c(c(cs1)C(=O)O)C(=O)O,0.83,5.65
c1c(c2c(cc1C#C)nccn2)C,1.4,5.11
c1(cc(ccn1)c1ccnc(c1)OC)OC,1.04,5.19
c1cc(c(cn1)C=C)c1ccncc1C,0.81,5.14
c1cc(ccn1)c1c(cnc(c1)CC)CC,0.82,5.28
C1CC[C@H](S[C@H]1C#N)C#N,1.44,5.66
c1cc(cc(n1)CC)c1ccnc(c1)CC,0.98,5.62
c1cc(cc(n1)O)c1ccnc(c1)O,1.08,5.3
c1cc(ccn1)c1c(cnc(c1)O)C,0.92,5.05
c1cc(cc(n1)C#N)c1ccncc1C,1.3,5.65
c1cc(c(cn1)C)c1ccncc1CC,0.57,5.65
c1cc(ccn1)c1ccnc(c1CC)CC,0.72,5.39
c1(c(c2c(cc1)nccn2)C)C#C,1.37,5.05
c1cc(ccn1)c1c(cnc(c1)C(=O)O)C,1.2,5.92
[C@@H]1(CC[C@H](SC1)C(=O)O)C(=O)O,1.13,5.07
c1(cc(cs1)C(=O)O)C(=O)O,1.24,5.79
c1cc(ccn1)c1c(cncc1C)C(=O)O,1.22,5.84
c1cc(c(cn1)F)c1ccncc1C,0.97,5.67
c1cc(cc(n1)O)c1ccnc(c1)C,1.04,5.38
c1(cc2c(cc1)ncc(n2)C#C)C,1.47,5.33
c1cc(ccn1)c1cc(nc(c1)C)C,1.01,5.45
c1cc(ccn1)c1c(cncc1CC)CC,0.62,5.39
c1(cc(ccn1)c1ccnc(c1)F)F,1.36,5.97
c1(cc(ccn1)c1ccnc(c1)NC(=O)C)NC(=O)C,1.13,5.09
c1cc(ccn1)c1cc(nc(c1)F)F,1.35,5.85
c1cc(c(cn1)C)c1ccnc(c1)NC(=O)C,0.94,5.04
c1cc2c(cc1)nc(c(n2)CC)CC,1.06,5.14
c1cc(ccn1)c1c(cnc(c1)C)F,1.12,5.65
c1(cc(ccn1)c1ccnc(c1)C)C#C,1.19,5.6
C1C[C@H]([C@H](SC1)C#N)C#N,1.33,5.49
c1(cc(ccn1)c1ccnc(c1)CC)C,0.99,5.64
c1cc(c(cn1)C#C)c1ccncc1C,0.94,5.57
c1cc2c(cc1)nc(c(n2)C)CC,1.04,5.22
c1(cc2c(cc1)ncc(n2)CC)CC,1.14,5.24
c1(cc(ccn1)c1ccnc(c1)C)C,1.0,5.66
c1cc2c(cc1)nc(c(n2)C)C#C,1.44,5.31
c1(c(c2c(cc1)nccn2)C(=O)O)C,1.42,5.41
c1cc(c(cn1)NC(=O)C)c1ccnc(c1)C,1.09,5.17
c1c(c2c(cc1)ncc(n2)CC)CC,1.11,5.02
c1cc(ccn1)c1c(cncc1F)F,1.21,5.82
c1cc(c(cn1)C=C)c1ccnc(c1)C,0.97,5.07
c1(ccc(cc1)Cl)CC#N,1.13,5.41
c1cc(ccn1)c1ccnc(c1C)CC,0.8,5.44
c1cc(c(cn1)C=C)c1ccncc1C=C,0.9,5.1
c1cc2c(cc1)nc(c(n2)C)NC(=O)C,1.37,5.13
c1(cc(ccn1)c1ccnc(c1)C=C)C=C,1.07,5.19
c1cc(ccn1)c1ccnc(c1C)NC(=O)C,1.02,5.15
C(=O)(O)c1c(Cl)c(Cl)ccc1,1.17,5.61
C(=O)(CCC(=O)C)c1ccco1,0.98,5.36
C(=O)(NCc1ccccc1)c1ccccc1,0.52,5.22
c1(cc2c(cc1CC)nccn2)CC,1.1,5.16
c1cc2c(cc1)nc(c(n2)C=C)C,1.28,5.08
c1c(c2c(cc1)ncc(n2)C#C)C,1.48,5.14
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,1.38,5.68
c1(ccccn1)c1ccccn1,0.79,5.13
c1c(c2c(cc1)ncc(n2)C)CC,1.12,5.02
O=S1(=O)c2c(c3c1cccc3)cccc2,1.14,5.22
N(CC)c1nc(Cl)nc(n1)N,1.04,5.33
c1cc(c(cn1)CC)c1ccncc1C,0.57,5.65
C(F)(F)(F)c1cc(Cl)ccc1,0.5,5.72
C(=O)c1cc(Cl)c(cc1)Cl,1.41,5.71
N(C(C)C)c1nc(NCC)nc(n1)Cl,1.01,5.25
[S@]([O])(O)c1ccc(cc1)C,1.46,5.39
C(CC)c1cc(=O)[nH]c(=S)[nH]1,0.72,5.05
c1c(c2c(cc1)nc(cn2)CC)C,1.12,5.05
C(=O)c1ccc(cc1)c1cccnc1,1.36,5.22
C(=O)(OC)c1cc(Cl)ccc1,0.92,5.59
C(/N=C/c1c(Cl)cc(cc1)Cl)c1c(Cl)cc(cc1)Cl,1.04,5.25
C(=O)(O[C@@H](CCC(=O)N1CCCC1)C)c1ccc(cc1)C,0.51,5.22
[S@](CCCC)(OCC)[O],1.25,5.28
C(=O)(O)c1c2c([nH]nn2)ccc1,1.46,5.79
C(=O)(C)c1c(C)cc(c(c1)C)C,0.72,5.02
S(=O)(=O)(N)c1ccc(cc1)Cl,0.78,5.72
S([C@@H](C#N)F)c1ccccc1,1.25,5.12
c1(cc2c(cc1)ncc(n2)C)CC,1.14,5.21
C(=O)(O)c1cc(Cl)c(cc1)C,0.92,5.52
[C@H](CO)(O)[C@H]1C(=C(C(=O)O1)O)O,0.69,5.03
C(=O)(OC1CCCCC1)c1ccc(cc1)C,0.57,5.44
C(OC(=O)C)c1ccccc1,1.37,5.3
c1(c2nccnc2)nccnc1,1.34,5.59
c1c(c2c(cc1)ncc(n2)CC)C,1.12,5.04
[C@H](C(=O)c1ccc(cc1)F)(O)c1ccc(cc1)F,1.31,5.33
C(=O)(O)c1cc(S([O])([O])O)ccc1O,1.22,5.63
c1cc(ccn1)c1ccnc(c1F)C,1.08,5.72
c1c(c2c(cc1)nc(cn2)C)C#C,1.4,5.05
c1cc(ccn1)c1c(cncc1C)C,0.68,5.48
ClC1(Cl)[C@@H]2[C@H]1CC(=O)[C@@H](C(=O)C2)C,0.77,5.83
S(=O)(=O)(N)c1c(C)cccc1,0.55,5.6
c1(cc2c(cc1)ncc(n2)CC)C,1.12,5.25
Clc1c(Cl)ccc(c1)Cl,1.34,5.41
c1cc(ccn1)c1ccnc(c1CC)C,0.73,5.42
c1c(c2c(cc1)nc(cn2)C)CC,1.12,5.03
C(O)c1c(F)c(F)cc(c1F)F,0.51,5.6
c1c(c(ccn1)c1ccncc1O)C,0.74,5.24
C(=O)(Cl)c1ccc(cc1)C,1.37,5.73
O(C)c1c(Cl)c(Cl)c(cc1)Cl,1.47,5.02
C(#N)c1c(C#N)c(O)ccc1O,1.49,5.13
c1c2c(ccn1)c1ccncc1OCO2.C,1.19,5.19
C(=O)(O)c1c(Cl)cccc1Cl,0.99,5.65
S(OCC=C)([O])([O])c1ccc(cc1)C,1.4,5.79
S(CC(=O)OCC)c1ncccn1,0.61,5.19
C(=O)(OC)c1c(Cl)c(Cl)c(cc1)Cl,1.16,5.71
C([N][N]C(C#N)(C)C)(C#N)(C)C,1.47,5.31
C(=O)(OCC)[C@H]1C(=CC(=O)CC1)C,0.87,5.62
C(=O)([C@@H]1[C@H](C1)C)c1ccc(cc1)[C@@H](CC[C@@H](O)c1ccccc1)C,0.82,5.3
C(C)(C)(C)c1ccc(cc1)C=O,1.05,5.52
C(F)(F)(F)c1ccc(cc1)/C=N/C(C)C,1.0,5.14
C(=O)(O)c1cc2c(cc1)[nH]nn2,1.05,5.62
CC1(C)N=C(OC1)c1cc(F)ccc1,0.64,5.15
C(C(=O)O)C1=C(C)[C@H](C(=O)O)CCC1=O,0.93,5.6
C(=O)(OC(C)C)c1ccccc1,0.69,5.73
C(=O)c1c(Cl)cc(cc1)Cl,1.48,5.79
P(=O)(/C(=C/OC)/Cl)(OCC)OCC,1.37,5.01
S([O])([O])(O)c1c2c(ccc1)cccc2,1.22,5.04
[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O,0.56,5.9
O(C(=O)c1ccc(cc1)C)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,0.54,5.39
S([C@@H](C(=O)OCC)F)c1ncccn1,0.77,5.62
C([C@@H]1C(=C(C#N)C#N)CC(C1)(C)C)C1=CCOC1=O,1.49,5.22
[C@H]([C@@H](C(=O)CO)O)([C@H](CO)O)O,0.82,5.46
S(=O)(=O)(c1c(Cl)ccc(c1)Cl)c1c(Cl)ccc(c1)Cl,1.2,5.63
Oc1cc(ncc1)c1cc(O)ccn1,0.76,5.19
C(=O)(OC(CCCC(=O)C)(C)C)c1ccc(cc1)C,0.5,5.42
C(=O)(SCc1ccccc1)c1ccccc1,1.08,5.09
C(=O)(CCC(=O)C)c1ccccc1,0.95,5.59
C(=O)(C=C)O.C(CCNC(=O)C=C)CS([O])([O])O,1.36,5.7
C(=O)(OC)c1c(cccc1)c1c(C(=O)OC)cccc1,0.9,5.19
C(=O)(OC)c1cc(Cl)cc(c1)Cl,1.11,5.64
C(/C=C/[C@@H](OC)C)C1(C)C(=O)CCC1=O,0.59,5.25
S(=O)(=O)([C@H]1[C@H](S(=O)(=O)c2ccccc2)CC1)c1ccccc1,0.58,5.82
C(=O)(C)n1c2c(oc1=O)cccc2,0.56,5.17
C(F)(F)(F)c1ccc(cc1)c1ccc(cc1)C(F)(F)F,1.0,5.31
O=c1c2c(c3c(c(=O)o1)cccc3)cccc2,1.37,5.33
O=C1C2=C(O[C@](C2)(OC(=O)C)C)CC(C1)(C)C,0.52,5.02
C(=O)(CC(=O)C(F)(F)F)c1cccs1,1.36,5.55
Clc1c(C)ccc(c1)Cl,1.17,5.24
S(=O)(=O)(NC(=O)Nc1nc(C)cc(n1)C)c1c(C(=O)OC)cccc1,1.33,5.37
C(=O)(OC(=O)/C=C/C)/C=C/C,1.06,5.82
[C@H](OC(=O)c1ccc(cc1)C)(CCCC(=O)C)c1ccccc1,0.6,5.46
C(=O)(OCC)c1ccccc1,0.7,5.75
C(=C\c1ccncc1)/c1ccncc1,1.39,5.0
C(=N\O)(\C(=O)O)/c1ccccc1,1.3,5.13
C(=O)([C@@H](C(=O)C)C)c1ccccc1,1.24,5.63
C(C#N)c1nc2c(s1)cccc2,0.63,5.21
Cc1c2c(oc(=O)c1)cccc2,1.09,5.17
C(=C\OC)(/C(=O)OCC)\Cl,0.68,5.07
Cl[O].[O].[O].[O].CN1c2c(N([C]1C)C)cccc2,0.93,5.44
C(=O)(OCC)C1(C(=O)OCC)N(Cc2ccccc2)C(=O)[C@@H]1C,1.21,5.36
Cl[C@@]12[C@@H]3[C@H]([C@@]([C@@H]1Cl)(C(=C2)Cl)Cl)C=CC3,1.18,5.45
C(=O)(C)c1c(Cl)cc(cc1)Cl,1.22,5.56
C(N(Cn1c2c(nn1)cccc2)C)n1c2c(nn1)cccc2,0.55,5.02
O(CC(=O)O)c1c(Cl)cc(c(c1)Cl)Cl,1.32,5.03
S([C@@H](C(F)(F)F)F)c1ccc(cc1)Cl,0.91,5.07
C(=O)(OC)c1ccc(cc1)Cl,0.87,5.65
C(S([O])([O])O)CCS,1.4,5.53
C(=O)(O)c1cc(Cl)cc(c1)Cl,1.27,5.76
C(=O)(c1ccccc1)c1ccccc1,1.2,5.46
C(=O)(OCC=C)c1ccc(cc1)C,0.67,5.48
C(CCO)n1c2c(nn1)cccc2,0.56,5.2
[C@H](C(=O)CCC(=C)C)(C(=O)OC)CC=C,0.53,5.27
CC1=CCC[C@H]2C1=CC(=O)O2,1.03,5.14
C(=O)(O)c1c(Cl)ccc(c1)Cl,1.27,5.59
C(=O)(CCC(=O)C)c1cccs1,1.09,5.2
S(=O)(=O)(NCc1ccccc1)c1ccc(cc1)C,0.5,5.28
Fc1c(F)c(F)c(c(c1F)F)S,0.88,5.25
C(=O)(OC)c1c(C(=O)OC)cccc1C(=O)OC,1.06,5.96
[Si](CCCN=C=O)(OCC)(OCC)OCC,0.73,5.69
O(C)c1c(Cl)c(C(=O)O)ccc1Cl,1.14,5.24
Cl[C@@]12[C@@H]3[C@H]([C@@]([C@@H]1Cl)(C=C2)Cl)[C@H]1C[C@@H]3C=C1,1.47,5.17
C(C(=O)OCC)C1=C(C)[C@H](C(=O)OCC)CCC1=O,0.9,5.43
C(CC(=O)c1ccccc1)(CC(=O)c1ccccc1)c1ccncc1,1.12,5.45
C(C(=C)C(=O)OCC)(OC)(c1ccccc1)c1ccccc1,0.78,5.17
C1(C(=O)C(=O)C(CCC1)(C)C)(C)C,0.85,5.1
S(=O)(=O)(/C=C/c1ccccc1)c1ccc(cc1)C,1.2,5.15
c1(c2ncccn2)ncccn1,1.25,5.37
S(OCC(=C)C(=O)OCC)([O])([O])c1ccc(cc1)C,0.74,5.89
C(=O)(O)[C@@H]1[C@@H](O)[C@H](O)[C@@H]([C@@H](O1)O)O.C(=O)(O)[C@@H]1[C@@H](O)[C@@H](O)[C@H]([C@H](O1)O)O,0.54,5.53
P(Oc1ccc(cc1)Cl)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,0.69,5.04
C(C(F)F)(COP(OCC(C(F)F)(F)F)OCC(C(F)F)(F)F)(F)F,0.66,5.81
S1(=O)(=O)c2c(C=C1)cccc2,1.43,5.45
C1(=CN(C=CC1)[O])C(=O)OCC,1.23,5.0
c1(c2nnccc2)nnccc1,1.18,5.26
c1(c2ccccc2)nc(no1)c1ccccc1,1.03,5.2
Cc1cc(ncc1)c1cc(C)ccn1,0.73,5.04
C1CC[C@H](S[C@H]1C(=O)O)C(=O)O,1.3,5.14
c1(c2ccccc2)c(cc(cc1Cl)Cl)Cl,1.28,5.18
C(=O)(c1ncccc1)c1ccccc1,1.45,5.32
C1(C(=C(C(C1(F)F)(F)F)c1c(sc(c1)C=O)CCC)c1c(sc(c1)C=O)CCC)(F)F,1.47,5.22
P(c1c(c(c(c(c1F)F)F)F)F)(c1c(c(c(c(c1F)F)F)F)F)c1c(c(c(c(c1F)F)F)F)F,1.17,5.27
B(c1ccccc1)(c1ccccc1)c1ccccc1,1.02,5.21
C#Cc1c(ccs1)C(=O)O,1.27,5.06
C#Cc1ccsc1C(=O)C,1.4,5.22
c1csc(c1C(F)(F)F)C(=O)O,1.46,5.81
c1c(csc1C#N)C(F)(F)F,1.14,5.89
CC(C)(C)c1ccsc1C(=O)O,0.93,5.25
CC(=O)c1cc(C(F)(F)F)sc1,1.05,5.87
CCc1cc(cs1)C(=O)C,0.77,5.0
c1c(csc1C(F)(F)F)F,0.7,5.55
C#Cc1ccc(C(=O)C)s1,1.45,5.07
CC(=O)c1cc(C#N)cs1,1.41,5.75
c1c(c(cs1)C(Cl)(Cl)Cl)C(=O)O,0.88,5.71
c1csc(c1C(=O)O)Cl,1.37,5.22
CC(=O)c1cc(cs1)C(=O)O,1.29,5.63
c1csc(c1C(F)(F)F)C(F)(F)F,1.03,5.91
C#Cc1cscc1C(=O)O,0.8,5.15
CC(=O)c1ccsc1Cl,1.1,5.15
c1csc(c1C(F)(F)F)Cl,1.46,5.29
CC(C)(C)c1c(ccs1)C(=O)O,0.6,5.03
c1cc(C(F)(F)F)sc1,0.5,5.53
C#Cc1ccc(C(=O)O)s1,1.4,5.15
CC(C)(C)c1ccc(C(=O)O)s1,0.93,5.09
C#Cc1cc(cs1)C(=O)O,0.92,5.06
c1cc(Cl)sc1C(F)(F)F,1.38,5.37
c1csc(C#N)c1C(F)(F)F,1.38,5.85
CC(C)(C)c1ccsc1C#N,0.77,5.31
CC(=O)c1cc(C(=O)C)sc1,1.25,5.59
C#Cc1cc(C(=O)C)sc1,1.24,5.17
c1(c(cc(c(c1)Cl)Cl)Cl)Cl,1.37,5.44
C(C(F)(F)F)(C(F)(F)F)OP1Oc2c(C(=O)O1)cccc2,1.22,5.51
c1(c2cnccc2)ncccc1,0.73,5.17
c1ccc(cc1)c1ccsc1C(F)(F)F,0.72,5.0
CCc1cc(cs1)C(=O)O,0.67,5.03
c1c(c(cs1)C(F)(F)F)C(=O)O,0.89,5.82
CC(C)(C)c1cc(C(=O)O)sc1,0.93,5.19
CC(=O)c1cc(cs1)C(C)(C)C,1.03,5.13
CC(C)(C)c1cc(C#N)sc1,0.75,5.26
c1c(csc1C(F)(F)F)C(F)(F)F,0.81,5.97
c1cc(C(F)(F)F)sc1C(=O)O,1.49,5.91
c1c(csc1C(=O)O)Cl,1.21,5.41
c1c(c(cs1)Cl)Cl,1.25,5.8
C(#N)c1cscc1C(=O)O,0.96,5.83
c1c(C#N)csc1C(=O)O,1.35,5.88
C#Cc1ccsc1C(=O)O,1.34,5.31
COCCOc1ccsc1C#N,0.73,5.02
CCc1cscc1C(=O)O,0.65,5.11
CC(=O)c1cscc1C(F)(F)F,0.97,5.97
CC(C)(C)c1cscc1C(=O)O,0.64,5.15
c1csc(c1F)C(F)(F)F,0.61,5.64
c1c(csc1Cl)C(F)(F)F,1.36,5.32
CC(=O)c1ccc(Cl)s1,1.21,5.22
CC(=O)c1cscc1Cl,0.92,5.29
CCc1cscc1C(=O)C,0.73,5.07
CC(=O)c1cscc1C(=O)C,1.0,5.07
CCc1cc(C(=O)C)sc1,1.06,5.15
CCc1ccc(C(=O)C)s1,1.03,5.04
C#Cc1ccsc1C(F)(F)F,0.92,5.37
CC(=O)c1ccsc1C(F)(F)F,1.38,5.73
CC(=O)c1c(ccs1)C(C)(C)C,1.01,5.1
CC(=O)c1cscc1C(C)(C)C,0.73,5.1
C#Cc1cc(cs1)C(=O)C,0.96,5.03
n1c2c(nc(c1C)C)ccc(c2)C,0.95,5.1
C=Cc1ccsc1C(F)(F)F,0.79,5.02
CC(=O)c1cscc1C(Cl)(Cl)Cl,0.95,5.72
C#Cc1cscc1C(=O)C,0.88,5.09
n1c2c(nc(c1C)C)cccc2,1.01,5.25
c1ccc2c(c1)nc(c(n2)O)O,1.0,5.09
CO[C@@H]1CC[C@H](CC1)N(=O)=O,1.45,5.91
c1ccc(cc1)c1c(C(=O)O)nccn1,1.45,5.3
C=C[C@@H]1CCC[C@@H](C1)N(=O)=O,1.39,5.95
C/C(=N/c1cnc(cn1)C(F)(F)F)/O,1.16,5.29
C=C[C@H]1CCCC[C@H]1N(=O)=O,1.36,5.97
CC(C)(C)c1c(C(=O)O)nccn1,1.31,5.55
C1=C[C@@H](C(=C1)C(=O)N)C(Cl)(Cl)Cl,1.31,5.07
C1=C[C@@H](C(=C1)C(=O)O)C(=N)O,1.26,5.17
