SMILES,Affinity,Ionization
c12c3c(ccc1CCCC2)CCCC3,-0.75,4.58
[Si](CCCn1cccc1)(OC)(OC)OC,-0.74,4.36
C(C)(C)[C@H]1c2c(OC1)cccc2,-0.51,4.43
P(N(C)C)(N(C)C)(N(C)C)[S],-0.8,4.35
C(#Cc1ccccc1)[C@H]1[C@H](C)CCCC1,0.16,4.76
[S@@](=O)(CC(C)C)c1ccccc1,0.26,4.93
C(=C)n1c2c(c3c1cccc3)cccc2,0.22,4.18
CC1c2c(c3c1cccc3)cccc2,0.15,4.49
O=C1C2(N(C)CC(=O)N1)CCCCC2,0.31,4.34
[C@H](CC=C)(O)c1c2c(ccc1)cccc2,0.38,4.52
N(CC(=O)O)CCNCC(=O)O,-0.41,4.19
[N]([C][N]C1CCCCC1)C1CCCCC1,0.31,4.89
C(C(F)(F)F)N1Cc2c(CC1)cccc2,-0.57,4.46
C(O)C1c2c(c3c1cccc3)cccc2,0.23,4.53
c1(c(cc(cc1OC)C)OC)OC,-0.61,4.07
P(C)(C)c1c(P(C)C)cccc1,0.05,4.05
C(=N\O)(\C)/c1c(C)cc(c(c1)C)C,0.19,4.56
c12c3c(Cc1cc(cc2)NC(=O)C)cccc3,0.2,4.15
c1(Cc2ccccc2)ccc(cc1)O,-0.41,4.57
c12c(cc(cc1C)C)cccc2,0.25,4.35
[C@H](NNC(=S)N(C)C)(C)c1ccccn1,0.2,4.02
[C@@H]12[C@H](Cc3c(C1)cccc3)CCCC2,-0.61,4.91
Cc1c2c(cccc2C)ccc1,0.18,4.27
c12c3c(ccc1scc2)scc3,0.29,4.31
C(/C=C/C=C/C(C)(C)C)(C)(C)C,-0.32,4.32
c12c(c(=O)[nH]c(n1)N)[nH]cn2,-0.43,4.38
O([Si](C(C)(C)C)(C)C)C1CCCCC1,-0.7,4.79
O=C1C2=C(O[C@@H](C2)C(=C)C)CCC1,0.34,4.78
Cc1c2c3c4c(c(C)cc(c4CC2)C)CCc3c(c1C)C,-0.14,4.0
c12c(c3c(O[Si]1(C)C)cccc3)cccc2,0.32,4.38
c12c3c(ccc1ccc(c2)C)ccc(c3)C,0.22,4.27
c12c3c(sc1CCCC2)CCCC3,-0.55,4.09
N(C(=O)C)[C@H]1C[C@@H](C(=C)C)CC=C1C,-0.65,4.85
c12c(N(C)C)ncnc1[nH]cn2,0.05,4.33
c12c(cccc1OC)cccc2,0.2,4.18
O=C1C2=C(O[C@@H](C2)OCC)CCC1,0.41,4.82
P(CCC(=O)O)(CCC(=O)O)CCC(=O)O,-0.48,4.48
C(C)c1cc2cc(c1)CCc1cc(CC2)cc(c1)CC,-0.51,4.21
[C@H](Cc1ccccc1)(O)C1=CC=CC1,0.0,4.33
c12c(nc([nH]1)NC(=O)OC)cc(cc2)SCCC,0.05,4.05
c12c3c(ccc1ccc(c2C)C)ccc(c3C)C,0.32,4.03
c12c(n(c(=O)n(c1=O)C)C)ncn2C,0.29,4.68
[Si](Cc1c2c(ccc1)cccc2)(C)(C)C,0.22,4.19
[Si](/C=C/C=C/[Si](C)(C)C)(C)(C)C,0.43,4.64
N1([C@H]2CC[C@@H](O1)CC2)C(=O)C(C)(C)C,-0.87,4.23
C(F)(F)(c1ccc(cc1)OC)c1ccc(cc1)OC,-0.11,4.62
c12c(c(ccc2)C)cccc1C,0.28,4.35
c12c(n(c(=O)n1C)C)c(=O)n(c(=O)n2C)C,0.42,4.14
[Si]([Si](C)(C)C)(Cc1ccccc1)(C)C,-0.71,4.56
c1(C(=O)NCC(=O)O)ccc(cc1)N,0.27,4.28
[C@H]12[C@H](c3ccccc3)C[C@@H](C2)C[C@@H]1SC,-0.59,4.33
c1(cc(CC)cc(c1)CC)CC,-0.71,4.91
c1(cc(cc(c1)C(C)C)C(C)C)C(C)C,-1.0,4.89
c1(SC(C)C)ccc(cc1)C,-0.2,4.26
c12c(Oc3c(S1)cccc3)cccc2,-0.0,4.03
c12c(cc(cc1C)C)ccc(c2)C,0.2,4.25
N1(CN=C)CCN(CC1)CN=C,-0.24,4.06
C(=C)(C(=C)[Si](C)(C)C)[Si](C)(C)C,0.14,4.85
c1(n(c2c(c1Cl)cccc2)C)c1ccccc1,0.34,4.04
N1(c2ccccc2)C(=O)CC(=N1)C,0.17,4.52
c12c(OCc3ccccc3)cccc1cccc2,0.17,4.18
C1(c2ccccc2)(c2ccccc2)CC1,-0.28,4.69
C(c1cc(C(C)(C)C)cc(c1)O)(C)(C)C,-0.5,4.57
c12c(cc(c(c1)C)C)ccc(c2)C,0.13,4.3
c1(c(c(cc(c1)C)C)OC)C,-0.84,4.32
c1(c(cccc1CO)OC)OC,-0.29,4.29
N12N(C(=O)CCC1=O)CCCC2,-0.11,4.6
c12c3c(ccc1cc(cc2)C)cc(cc3)C,0.31,4.42
c1(c(cccc1)C)SCC,-0.13,4.5
c1(c(c(C(C)(C)C)ccc1)O)C(C)(C)C,-0.81,4.48
c1(P(OCC)OCC)ccccc1,0.27,4.38
c12c(ccc(c1)OCc1ccccc1)cccc2,0.19,4.32
c12c3c(cc(cc3C)C)ccc1cc(cc2C)C,0.41,4.16
C12=C([C@@H]3C[C@H]1CC3)[C@H]1C[C@@H]2CC1,-1.2,4.15
c1(c2ccccc2)cc(c2ccccc2)ccc1,0.33,4.66
c1(c2ccccc2)c(cc(cc1)Cl)Cl,0.41,4.95
C(=C(C(C)C)C(C)C)(C(C)C)C(C)C,-1.03,4.39
c1(NCC(=O)O)ccccc1,0.2,4.02
[C@H]12[C@H](C[C@@H](C2)C[C@@H]1SC)CSC,-0.81,4.67
S(=O)(=O)(c1ccc(cc1)C)N1CCCCC1,0.41,4.84
c1(c(c(c(c(c1C)C)OC)C)C)OC,-0.91,4.23
c1(C2=CCCCCC2)ccccc1,-0.01,4.4
[Si](Sc1ccccc1)(C)(C)C,-0.34,4.5
N1(C(=O)OCC)C=CC(C=C1)(C)C,-0.86,4.15
c12c(nc([nH]1)Cl)cccc2,-0.1,4.91
C1C[C@H]([C@H](SC1)C)NC(=O)C,-0.56,4.73
[C@@H]1(CC[C@H](SC1)NC(=O)C)C,-0.76,4.79
c1(C(C)(C)C)c(cccc1)O,-0.75,4.65
P(OC(C)C)(OC(C)C)OC(C)C,-0.45,4.57
C(OC)c1ccc(cc1)OC,-0.59,4.53
C1C(CCSC1)NC(=O)C,-0.73,4.84
[C@@H]1(CCCSC1)c1ccccc1,-0.63,4.68
C1C[C@H]([C@H](SC1)C#C)C#C,-0.58,4.99
C1CCCS[C@H]1NC(=O)C,-0.78,4.8
[C@@H]1(CCCSC1)NC(=O)C,-0.7,4.79
c12c3c(ccc1cccc2)cccc3,0.37,4.48
[C@@H]1(CC[C@H](SC1)C)NC(=O)C,-0.6,4.82
O(C(=O)C)c1ccc(cc1)c1ccc(cc1)F,0.28,4.68
C1CC[C@H](S[C@H]1NC(=O)C)C,-0.58,4.9
C1[C@H](C[C@H](SC1)C)C(=O)O,-0.03,4.83
Cc1c2c3c4c(CC2)c(C)ccc4CCc3cc1,0.03,4.23
[C@@H]1(CC[C@H](SC1)C)C(=O)O,0.03,4.8
C1C[C@@H]2[C@H](SC1)N[C@@](C)(O)C2,-0.69,4.53
C(C(F)(F)F)N1[C@@H](C)CCC[C@@H]1C,-0.97,4.22
[Si](C#Cc1ccccc1)(C(C)C)(C(C)C)C(C)C,0.31,4.9
C(C)(C)(C)c1c(O)c(C(C)(C)C)cc(c1)C(C)(C)C,-0.82,4.27
C[C@@H]1c2c(N=C(O1)C)cccc2,0.17,4.55
Cc1cscc1/N=C(/C)\O,0.03,4.27
Nc1cc(ccc1)c1ccsc1,0.13,4.02
[C@@H]1(CC[C@H](SC1)NC(=O)C)NC(=O)C,-0.56,4.95
Cc1cc(c2ccccc2)sc1,0.44,4.28
C1C(CCSC1)(C)NC(=O)C,-0.79,4.47
C1C[C@](CSC1)(C(=O)O)C,-0.0,4.81
C1C[C@](CSC1)(c1ccccc1)C,-0.87,4.6
[C@@H]1(C[C@H](CSC1)C)NC(=O)C,-0.6,4.84
C1C[C@H]([C@H](SC1)CC)CC,-0.89,4.61
C1[C@H]([C@H](CSC1)C=C)C=C,-0.51,4.54
C1C(CCSC1)(c1ccccc1)C,-0.71,4.76
[C@@H]1(C[C@H](CSC1)C)C(=O)O,0.01,4.83
Cc1cc(/N=C(/C)\O)sc1,0.22,4.14
C1CC(CSC1)(C=C)C=C,-0.4,4.6
Cc1ccc(/N=C(/C)\O)s1,0.2,4.04
[C@@H]1(C[C@H](CSC1)c1ccccc1)c1ccccc1,-0.53,4.72
c1(c(ccs1)c1ccccc1)C,0.02,4.44
Cc1c(ccs1)/N=C(/C)\O,-0.11,4.11
C1[C@H]([C@H](CSC1)c1ccccc1)C,-0.62,4.64
C1CC(CSC1)(c1ccccc1)c1ccccc1,-0.25,4.75
C1[C@H]([C@H](CSC1)C#C)C#C,-0.6,4.67
Cc1cc(cs1)c1ccccc1,0.19,4.36
C1C(CCSC1)(C(=O)O)C,-0.56,4.63
C1[C@H]([C@H](CSC1)C)C(=O)O,-0.41,4.54
C1CC(CSC1)(OC)OC,-0.87,4.61
c1(ccc(s1)c1ccccc1)C,0.43,4.18
C1C(CCSC1)(C(=O)O)C(=O)O,0.49,4.91
Cc1ccsc1c1ccccc1,0.34,4.33
C1CC(CSC1)(CC)CC,-0.9,4.65
[C@@H]1(CC[C@H](SC1)C=C)C=C,-0.66,4.75
Cc1cscc1c1ccccc1,0.09,4.54
C1C(CCSC1)(C#C)C#C,0.14,4.89
C1C(CCSC1)(CC)CC,-0.97,4.68
Cc1ccsc1/N=C(/C)\O,0.21,4.06
C1[C@H]([C@H](CSC1)C(=O)O)C,-0.19,4.77
[C@@H]1(C[C@H](CSC1)C(=O)O)C,-0.2,4.61
C1C(CCSC1)(NC(=O)C)NC(=O)C,-0.58,4.59
C1C(CCSC1)(OC)OC,-0.71,4.52
[C@@H]1(C[C@H](CSC1)NC(=O)C)C,-0.58,4.84
C1[C@H](C[C@H](SC1)NC(=O)C)NC(=O)C,-0.68,4.75
C1C[C@](CSC1)(C)c1ccccc1,-0.68,4.75
C1C[C@](CSC1)(C)NC(=O)C,-0.85,4.87
C1[C@H]([C@H](CSC1)C)c1ccccc1,-0.7,4.49
C1C[C@H]([C@H](SC1)C(=O)O)C,-0.47,4.89
C1C[C@H]([C@H](SC1)C(=O)O)C(=O)O,0.27,4.99
C1[C@H]([C@H](CSC1)C)NC(=O)C,-0.55,4.83
C1[C@H]([C@H](CSC1)OC)OC,-0.73,4.57
[C@@H]1(C[C@H](CSC1)C)c1ccccc1,-0.59,4.68
C1C[C@](CSC1)(NC(=O)C)C,-0.85,4.84
c12c(sc(n2)N)cccc1C,0.11,4.24
[C@@H]1(C[C@H](CSC1)NC(=O)C)NC(=O)C,-0.64,4.93
C1[C@H]([C@H](CSC1)CC)CC,-0.85,4.57
C1[C@H](C[C@H](SC1)OC)OC,-1.02,4.66
C(C(=O)O)c1cc(OC)c(cc1)O,-0.26,4.38
C1C[C@H]([C@H](SC1)C)C(=O)O,-0.27,4.75
O(CCCC)c1c(C)csc1,-0.85,4.39
[C@@H]1(CC[C@H](SC1)NC)NC,-0.71,4.06
[CH]([C][N]CCC#N)CCCC#N,0.49,4.33
O(C)c1c2c(ccc1C)cccc2,0.29,4.2
O(c1ccccc1)c1ccccc1,-0.28,4.66
[C@@H]1(CC[C@H](SC1)OC)OC,-0.86,4.85
C1[C@H](C[C@H](SC1)CC)CC,-0.86,4.65
C1CC[C@H](S[C@H]1C)NC(=O)C,-0.58,4.93
S(C(C)C)c1ccccc1,-0.11,4.41
Nc1c2c(nc(c1)C)cccc2,0.43,4.27
C([N][C][N]CC)CCN(C)C,0.42,4.18
N(C(=O)C)c1ccc(cc1)S,0.07,4.24
C(C(F)(F)F)N1CCCCC1,-0.89,4.25
C(CS([O])([O])O)N1CCOCC1,-0.24,4.16
c12c3c(ccc1CCCC2)cccc3,0.22,4.33
C(C(F)(F)F)N1[C@@H](C#N)CCCC1,-0.65,4.82
O(CC)c1ccc(cc1)CO,-0.43,4.51
[C@H](C(=O)O)(N)C1=CCC=CC1,0.07,4.82
C(CCCCCCC)c1ccsc1,-0.43,4.81
C1CC[C@H](S[C@H]1OC)OC,-0.67,4.7
[C@@H]1(CC[C@H](SC1)CC)CC,-0.88,4.61
OC1c2c(c3c1cccc3)cccc2,0.39,4.58
[S@@](=O)(C(C)C)c1ccccc1,0.28,4.9
[C@H](O)(c1ccc(cc1)C)c1ccccc1,-0.12,4.85
O(C)c1cc(OC)cc(c1)OC,-0.82,4.35
C(#N)[C@]1(C)N(CC(F)(F)F)[C@@H](C)CCC1,-0.76,4.8
C1CC[C@@](SC1)(C)N(C)C,-0.93,4.01
C(C(=O)O)c1ccc(cc1)OC,-0.3,4.64
C(=O)(C)O.N(CCO)CCO,0.05,4.28
c12c3c(sc1cccc2)cccc3,0.31,4.58
C(CNC(=O)[C@H](C)O)n1cccc1,-0.31,4.4
C1CCC(SC1)(CC)CC,-0.88,4.61
S=c1[nH]c2c([nH]1)cccc2,0.33,4.51
O(C(F)(F)F)c1ccc(cc1)N,-0.33,4.15
C1C[C@H]([C@H](SC1)C)c1ccccc1,-0.65,4.65
[C@@H]1(C[C@H](CSC1)OC)OC,-0.82,4.79
C1CC[C@@](SC1)(C)C(=O)O,-0.48,4.61
C1CCC(SC1)(OC)OC,-0.74,4.85
C1CC[C@@](SC1)(c1ccccc1)C,-0.6,4.43
[C@H](CC=C)(O)c1cccs1,0.04,4.82
S(=O)(=O)(N)c1ccc(cc1)N,0.23,4.45
S(CCCC=O)CCCC=O,0.05,4.88
C(#CCCCC)c1ccccc1,0.16,4.81
C(=O)(O)c1c(C)c(C)c(c(c1C)C)C,0.28,4.74
N([C@@H](CCC)C#N)(CC(F)(F)F)CCCC,0.23,4.6
[S@@](=O)(CCCC)c1ccccc1,0.25,4.94
N(=C(\CCCCCC)/C)/c1ccccc1,0.12,4.19
C(C)(C)(c1ccc(cc1)O)c1ccc(cc1)O,-0.64,4.37
O(C)c1c2[C@@H]3N(C(=O)Cc2ccc1)CCC3,-0.5,4.68
C(C)c1cc2c(cc1)cccc2,0.27,4.46
C(C(F)(F)F)N1C(C)(C)CCCC1(C)C,-0.98,4.21
C(=C)(C)[C@H]1[C@@H](NC(=O)C)C=C(CC1)C,-0.63,4.74
C(=C(\[C@@H](CC)C)/F)(\Sc1ccccc1)/OC,-0.01,4.21
O(C)c1cc2c(cc1)cccc2,0.31,4.22
c12c3c(Cc1cccc2)cccc3,0.13,4.49
N([C@@H](C(F)F)OC)(c1ccccc1)c1ccccc1,-0.29,4.14
C([C@@H](C(=O)O)N)c1c[nH]cn1,-0.4,4.78
O(C)c1c2[C@@H]3N(C(=O)Cc2cc(c1O)OC)CCC3,-0.57,4.26
S(CC(=O)O)CCSCC(=O)O,-0.62,4.97
C(=C)(C)[C@H]1c2c(OC1)cccc2,-0.41,4.49
Oc1cc2[C@@H]3N(C(=O)Cc2cc1OC)CCC3,-0.45,4.23
O([C@@H](C(=O)O)C)c1c(C)cc(cc1)Cl,0.13,4.65
[C@@H]1([C@H](C1)c1ccccc1)c1ccccc1,-0.37,4.29
C([C@@H](C(=O)O)N)c1c2c([nH]c1)cccc2,-0.37,4.13
C([C@H]1C(=CCCC1)O[Si](C)(C)C)c1ccccc1,-0.67,4.17
C([C@@H](C(=O)O)N)c1cc(O)c(cc1)O,-0.28,4.45
N(CC(F)(F)F)(CC)c1ccccc1,-0.81,4.08
S(CC(=O)OCC)c1ccccc1,0.07,4.52
N(C(=O)OCC)c1ccc(cc1)OC,-0.53,4.12
[C@H](CC=C)(O)c1c(O)cccc1,-0.24,4.66
N(Cc1ccccc1)(CC(F)(F)F)[C@@H](C#N)C,-0.01,4.88
O([Si](C)(C)C)C1=CCCC[C@H]1CCCC,-0.68,4.14
P(c1ccccc1)c1ccccc1,0.13,4.38
C(C(=O)N1CCCC1)c1c(OC)cccc1,-0.49,4.57
Cc1cc(c2c(c1OC)cccc2)c1c2c(c(OC)c(cc2)C)ccc1,0.45,4.12
[C@H](CCCC)(O)c1c(O)ccc(c1)O,-0.24,4.14
[C@@H](CO)(O)c1cc2c(cc1)cccc2,0.45,4.61
S(C1CCCCC1)c1ccccc1,-0.14,4.37
C(=N\O)(/C1CC1)\c1ccccc1,0.47,4.75
N(CC(F)(F)F)(c1ccccc1)c1ccccc1,-0.34,4.07
Sc1cc2c(cc1)cccc2,0.46,4.35
N([C@@H](C(F)(F)F)OC)(c1ccccc1)c1ccccc1,-0.28,4.22
O=C1C2=C(O[C@@H](C2)c2ccccc2)CC[C@H]1C,0.42,4.79
C(=O)(Cc1cc(OC)ccc1)N1[C@@H](OC)CCC1,-0.39,4.58
C(C)(C)(C)c1ccc(cc1)C#C,0.35,4.91
Cc1c(C)c(C)c(c(c1C)C)C,-1.12,4.39
C(C=C)c1c(cccc1)c1ccccc1,0.08,4.78
C(=C)c1ccccc1.C(=O)(C=C)NC,0.46,4.68
C(C#N)(C#N)[C@H]1c2c(OC(=C1C#N)N)cccc2,0.42,4.87
OC1c2c(Oc3c1cccc3)cccc2,0.04,4.65
Oc1ccc(cc1)c1ccsc1,0.04,4.18
Oc1c(cc(cc1)O)c1c(O)ccc(c1)O,0.25,4.27
C(C=C)c1cc(O)c(cc1)O,-0.4,4.35
O[C@H]1[C@H](Oc2c(C1)c(O)cc(c2)O)c1cc(O)c(cc1)O,-0.17,4.46
[C@H](C(=O)N1CCCC1)(OC)c1c(OC)cccc1,-0.26,4.71
C(C)(C)c1c(P)c(C(C)C)cc(c1)C(C)C,-0.32,4.44
P(c1ccccc1)(c1ccccc1)c1ccccc1,0.13,4.1
C(NCC(=O)O)P(=O)(O)O,0.23,4.86
c12c(cc3c(c1)CCCC3)CCCC2,-0.55,4.51
N(C(=S)NCCCC)CCCC,-0.78,4.54
S=c1[nH]c2c([nH]1)cc(cc2)C,0.07,4.21
Cc1c2c(nc(c1)OC)cccc2,0.49,4.73
C[C@H]1C2=C(O[C@H]1Sc1ccccc1)CCCC2=O,0.45,4.72
O=C1C2=C(O[C@@H](C2)C[Si](C)(C)C)CC(C1)(C)C,0.29,4.69
C[C@]1(O)[C@@H](c2ccccc2)CCC1,-0.51,4.82
C(F)(F)(F)c1ccc(cc1)CNC(C)C,0.26,4.39
P(N(CC)CC)(N(CC)CC)(N(CC)CC)[S],-0.82,4.21
[C@H](CCC=C(C)C)(CC=O)C,0.17,4.81
C[C@]12[C@H]([C@@H]3[C@@H](CC1)c1c(CC3)cc(cc1)OC)CC[C@@H]2O,-0.65,4.35
C(=O)(CCC(=O)O[C@H](C(=O)OCC)C)c1cc[nH]c1,0.2,4.95
C(N(CCCC)CCCC)C(F)(F)F,-0.95,4.42
C(#CC(C)(C)O)c1ccccc1,0.44,4.96
P(CCC)(CCC)CCC,-0.9,4.09
O=C1C2=C(O[C@@H](C2)/C=C/C)CCC1,0.34,4.72
C(CC=C(C)C)[C@@]1(O)C[C@@H](C(C)C)C[C@@H](C1)O,-0.61,4.85
[C@]([C@@](C)(O)c1ccc(cc1)OC)(C)(O)c1ccc(cc1)OC,-0.6,4.51
Clc1cc2c(cc1)[nH]cc2,-0.13,4.4
C(NCc1ccccc1)c1ccccc1,-0.37,4.38
C(CN)c1c2c([nH]c1)ccc(c2)O,-0.41,4.07
C(OC)(OC)[C@H]1c2c(cc(cc2OC)OC)CCC1,-0.81,4.15
[C@@H]12[C@H]3[C@@H]1c1c([C@@H]2c2c3cccc2)cccc1,-0.29,4.02
C(/C=C\CC(=O)N1CCCCC1)c1cc2c(cc1)OCO2,-0.46,4.19
O=C1CN(NO1)c1ccc(cc1)OC,-0.15,4.04
[C@@H]12c3c([C@@H](c4c1cccc4)c1c2cccc1)cccc3,-0.35,4.61
C(C(=O)OC)c1cc(OC)ccc1,-0.19,4.68
C(=C\1/[C@@H]2[C@@H](OC1)CCCC2)\[Si](C)(C)C,-0.57,4.94
O=c1c2c(n(cn2)[C@@H]2O[C@@H]([C@H]([C@H]2O)O)COP(=O)(O)O)nc([nH]1)N,-0.45,4.34
[S@](=O)(c1ccc(cc1)C)C1CCCCC1,0.18,4.76
S(C(=C)C)c1ccccc1,-0.24,4.46
C(CC/C=C/OC)c1ccoc1,-1.0,4.42
C(CC(C)(C)C)(C)(C)c1ccc(cc1)OCCO,-0.74,4.45
C(NCC(=O)OC)(c1ccccc1)(c1ccccc1)c1ccccc1,-0.28,4.48
Cc1c2c3c4c(cc(cc4CC2)C(C)(C)C)CCc3c(c1)C,-0.06,4.1
[Si](CCCN)(OCC)(OCC)OCC,-0.77,4.79
P(CC(=O)O)(CC(=O)O)CC(=O)O,0.46,4.95
c12c(cccc1)OCCOCCOc1c(OCCOCCO2)cccc1,-0.84,4.28
C(CCCCCCN)CCCCCN,-1.09,4.87
C(=O)(C(C)(C)C)n1c2[C@H]([C@@H](OC)SC)CCCc2cc1,0.1,4.2
O(C)[C@H]1c2c(cccc2OC)CCC1,-0.66,4.53
O=c1n2n(c(=O)n1c1ccccc1)[C@H]1[C@]([C@@H]2C=C1)(C)O,0.27,4.61
C(OC)(OC)[C@H]1c2c(cco2)CCC1,-0.88,4.42
P(=O)(N(CC)CC)(N(CC)CC)N(CC)CC,-0.91,4.36
C(OP(=O)(OCC)OCC)c1c2c(ccc1)cccc2,0.39,4.61
O=C1C2(N(CC(=O)N1)c1ccccc1)CCCCC2,0.38,4.38
C(=C(C)C)(C(=O)OCC)CCC(=C(C)C)C(=O)OCC,0.22,4.9
C(CCC)C1(CCCC)COc2c(OC1)csc2,-0.39,4.56
C(C[C@H]1c2c(OC1)cccc2)[C@H]1c2c(OC1)cccc2,-0.53,4.5
C([C@H]1C(=O)[C@H](C)CCC1)c1ccccc1,-0.1,4.79
C([C@@H]1[C@@H](Cc2cc(OC)c(cc2)O)C(=O)OC1)c1cc(OC)c(cc1)O,-0.5,4.37
C(C)(C)(c1ccc(cc1)OC[C@@H]1CO1)c1ccc(cc1)OC[C@@H]1CO1,-0.48,4.35
[C@H](OC)(SC)[C@H]1[C@H]2C(=C[C@H](O2)OC)CCC1,-0.63,4.89
C(CC(=O)O)n1cccc1.C(CC(=O)OCCCC)n1cccc1,0.08,4.28
CC1=Nc2c([C@H](O1)c1ccccc1)cccc2,0.28,4.59
O(C[C@@H](CNC(C)C)O)c1ccc(cc1)CCOC,-0.56,4.25
O(C(=O)C)[C@H]1[C@H](OC(=O)C)[C@@H](COC(=O)C)OC=C1OC(=O)C,0.23,4.83
C(=O)(C(C)(C)C)n1cc(cc1)CCC/C=C/SC,0.18,4.29
C(CC/C=C/OC)c1cc(OC)cc(c1)OC,-0.8,4.4
C(C)N1C2(C(=O)NC(=O)C1)CCCCC2,0.28,4.36
[Si](CCCNCCN)(OC)(OC)OC,-0.69,4.16
C(=O)(N)c1c(C)c(C)c(c(c1C)C)C,-0.09,4.73
O([Si](C)(C)C)C1=CCCCC1,-0.67,4.15
C(C)(C)N1/C(=N/C(C)(C)C)/SCN(C1=O)c1ccccc1,0.33,4.61
C12(c3c(c4c1cccc4)cccc3)c1c(c3c2cccc3)cccc1,0.2,4.44
c1(c(n(c2c1cccc2)C)c1ccccc1)[C@@H](c1ccccc1)O,0.24,4.06
O(C)c1cc(ccc1OCc1ccccc1)c1nnc(o1)N,0.41,4.2
C(c1ccc(cc1)O)(CC(C)(C)C)(C)C,-0.52,4.49
c12c(cc(c(c1)C)CCc1cc(c(CC2)cc1C)C)C,-0.5,4.18
N(C(=O)C)c1c(C)c(C)c(c(c1C)C)NC(=O)C,-0.78,4.53
[Si](Cc1ccc(cc1)C[Si](C)(C)C)(C)(C)C,-0.81,4.18
S(CCSc1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2,0.41,4.14
Cc1c(c2c(cc1)cccc2)c1c2c(ccc1C)cccc2,0.4,4.32
C(=O)(NCCCCCCCCCC)[C@H](C(C)C)N,-0.67,4.76
N(C1CCCCC1)C1CCCCC1,-0.89,4.01
c1(c(c2ccccc2)cccc1)c1ccccc1,0.29,4.57
[Si](OC(=C)c1ccccc1)(C)(C)C,0.28,4.35
P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,0.08,4.18
[C@H]([C@@H](O)c1ccc(cc1)O)(O)c1ccc(cc1)O,-0.47,4.55
c1(n2cccc2)ccc(cc1)OC,-0.31,4.2
C(OC)(OC)c1c(cccc1)c1c(C(OC)OC)cccc1,0.06,4.9
C(c1ccccc1)(c1ccccc1)(c1ccccc1)O,-0.15,4.95
c12c(c(=O)n(c(=O)n1C)C)[nH]cn2,0.33,4.78
n1(c2ccccc2)n(c(cc1=O)C)C,0.15,4.25
c1(C(C)C)ccc(cc1)C(C)C,-0.82,4.88
[Si]1(C2=C([Si](C1)(C)C)[Si](C[Si]2(C)C)(C)C)(C)C,0.08,4.29
C1(=CCCN(C)C)c2c(CCc3c1cccc3)cccc2,0.04,4.02
[C@@H]1(C[C@H](CSC1)NC)NC,-0.75,4.14
[C]1([N][N][C]2CCCC2)CCCC1,0.11,4.3
[C@@H]([C@H](O)c1c(OC)cccc1)(O)c1c(OC)cccc1,-0.24,4.67
c1(C(C)(C)C)c(ccc(c1)C)O,-0.74,4.41
[Si](c1c2c(ccc1)cccc2)([Si](C)(C)C)(C)C,0.37,4.36
P(CCCC)(CCCC)CCCC,-0.87,4.08
[Si](C([Si](C)(C)C)OC)(C)(C)C,-0.7,4.32
[Si](Cc1c(cc(c(c1)C)C[Si](C)(C)C)C)(C)(C)C,-0.65,4.04
