O=c1n2n(c(=O)n1c1ccccc1)[C@H]1[C@H]([C@@H]2C=C1)O,4.74
[C@](CCC=C(C)C)(C=C)(C)O,4.79
O=c1n(c(=O)nc(n1C)N(C)C)C1CCCCC1,5.19
[CH](N(C(C)(C)C)[O])c1ccccc1,4.38
C([C@@H]1N(C(=O)C)C(=O)OC1)c1ccccc1,5.39
c1(c(cc(cc1)OC)N)OC,3.54
O=C1[C@H]2[C@@H](CCC1)CCCC2,5.39
C(C(=O)O)(O)(c1ccccc1)c1ccccc1,5.18
S(=O)(=O)(C(C)(C)C)c1ccccn1,5.60
C(=CCl)(c1ccccc1)c1ccccc1,4.62
O(P(OC)(OC)[S])c1cc(C)c(cc1)SC,4.30
C(=O)(Cl)c1c(C(=O)Cl)cccc1,6.24
C(=O)(C(C)(C)C)c1ccccc1,5.37
C(#Cc1ccccc1)C1CCCCC1,4.77
C(S(=O)(=O)N)CCCCS(=O)(=O)N,6.80
C(=C\[C@@H](CC=C)O)/c1ccccc1,4.58
C(#CSCCC)SCCC,4.24
C(C)(C)(C)C1=NN=C([C@@H](C1=O)N)C,4.97
[N](c1ccc(cc1)[NH])c1ccccc1,4.49
c1(c2c(cc3c1cccc3)cccc2)N(=O)=O,4.41
O=c1c2c(oc(c1)c1cc(O)c(cc1)O)cc(cc2O)O,4.57
C(=O)c1c2c3c4c(cc2)cccc4ccc3cc1,4.35
S(c1ccc(cc1)[S@](=O)C)c1ccccc1,4.51
C(NC(=O)OCC)C1CCCCC1,5.39
C(=O)(/C(=N/Nc1cc(C)ccc1)/C#N)c1ccccc1,4.74
Cc1c2c(c3c(cc2)c(C)ccn3)ncc1,4.82
CN(C)c1ccc(cc1)N(C)C,375.95
[Si](CCCS)(OC)(OC)OC,5.34
C(n1c(=O)n(cc1)C)c1ccccc1,4.03
C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,7.76
c12c3c(ccc1CCCC2)CCCC3,4.58
C(=O)(OCC)c1c(C(=O)OCC)cccc1,5.73
C(=O)(CCC)N1[C@@H](COC1=O)c1ccccc1,5.34
[Si](CCCn1cccc1)(OC)(OC)OC,4.36
S(CCCS([O])([O])O)C(=S)N(C)C,4.72
C(C)(C)[C@H]1c2c(OC1)cccc2,4.43
N(Nc1ccccc1)c1ccccc1,3.33
N(=O)(=O)c1ccc(cc1)c1n2c(nn1)cccc2,4.78
[C@H](CC=C)(O)c1cc(C)ccc1,5.02
[S@]([CH2])(c1c2c(ccc1)cccc2)c1ccccc1,3.22
c1(/C=N/c2ccc(cc2)Cl)ccc(cc1)OC,4.36
P(N(C)C)(N(C)C)(N(C)C)[S],4.35
C(=O)(CCCC)N1CCCC1,5.06
S(=O)(=O)(CCCC)CCCC,6.27
C1COCCCOCCOCCCOC1,5.36
C(=C\c1ccc(cc1)O)\c1cc(O)cc(c1)O,4.08
C(#Cc1ccccc1)[C@H]1[C@H](C)CCCC1,4.76
[S@@](=O)(CC(C)C)c1ccccc1,4.93
Cl[C@@]12[C@@H]3[C@H]([C@@](C1(Cl)Cl)(C(=C2Cl)Cl)Cl)[C@H]([C@H](C3)Cl)Cl,5.66
C(=C)n1c2c(c3c1cccc3)cccc2,4.18
Cc1c(C)c(N)c(c(c1N)C)C,3.01
CC1(C)C(=O)CC(CC1=O)(C)C,5.57
c1(c(c(c(c(c1F)F)F)F)F)N=O,5.18
C(=O)(N(O)c1ccccc1)c1ccccc1,4.60
CC1c2c(c3c1cccc3)cccc2,4.49
O=C1C2(N(C)CC(=O)N1)CCCCC2,4.34
C(COCCO)(COCCO)(COCCO)CC,5.60
S(/C(=C(/Sc1ccc(cc1)C)\Cl)/Cl)c1ccc(cc1)C,4.31
[C@H](CC=C)(O)c1c2c(ccc1)cccc2,4.52
N(CC(=O)O)CCNCC(=O)O,4.19
C1(CC(=CC(=O)C1)c1ccccc1)(C)C,5.04
[C@H](Cc1ccccc1)(S)c1ccccc1,4.86
C(=C(\C=C)/C)/C1=C(C)C(=O)C(=C(C1=O)OC)OC,4.43
N(=O)(=O)N1CN(N(=O)=O)CN(CN(C1)N(=O)=O)N(=O)=O,6.53
c12c3C(=O)C=Cc1cccc2ccc3,4.79
C(F)(F)(c1ccc(cc1)F)c1ccc(cc1)F,5.37
N(=O)(=O)c1c(C)c(C)c(c(c1C)C)N(=O)=O,5.53
C\1(=C\2/SC3=C(S2)OCCO3)/SC2=C(S1)OCCO2,3.15
C(=O)(OCc1ccccc1)N1CCOCC1,5.00
C(=O)([C@H](C)O)N1[C@@H](C(C)C)COC1=O,5.95
C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(C(C(C(F)F)(F)F)(F)F)(F)F,8.36
[N]([C][N]C1CCCCC1)C1CCCCC1,4.89
N(C(=S)Nc1ccccc1)N1C(=O)CSC1=S,4.73
C(C(F)(F)F)N1Cc2c(CC1)cccc2,4.46
C(O)C1c2c(c3c1cccc3)cccc2,4.53
C(=O)(CCc1ccccc1)N1CCOCC1,5.04
c1(c(c(c(c(c1F)F)F)F)F)Sc1c(c(c(c(c1F)F)F)F)F,5.41
[C@]12(C(=S)C([C@@H](C1)CC2)(C)C)C,4.70
[C@@H](C(=O)O)(CO)N.C(CC=O)CC=O,5.36
C(NC(=O)OCC)c1ccccc1,5.22
N(=N\c1ccccc1)/c1ccc(cc1)OC,4.34
c1(sc(cc1)c1ccccn1)c1sc(cc1)c1ccccn1,3.93
c1(c(cc(cc1OC)C)OC)OC,4.07
Nc1cc(ccc1N)c1cc(N)c(cc1)N,3.12
O=C1C2=C(Nc3c(S2)cccc3)CC(C1)(C)C,3.57
C(ON(=O)=O)c1ccc(cc1)Cl,5.51
C(C(NC(=O)C=C)(C)C)S([O])([O])O,5.82
C[C@]12[C@@H](CC(=O)CC1)CCCC2,5.46
C(=C\c1ccccc1)(/F)\c1ccccc1,4.41
P(C)(C)c1c(P(C)C)cccc1,4.05
O([C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)CO)[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,5.02
C(=NO)(c1ccccc1)c1ccccc1,4.77
[N]([N]c1ccc(cc1)N)c1ccc(cc1)N(=O)=O,4.26
P(=O)(Oc1c(C)cccc1)(Oc1c(C)cccc1)Oc1c(C)cccc1,5.17
S(C#CSc1ccc(cc1)C)c1ccc(cc1)C,4.24
c1(c(c(ccc1)C)C)N(=O)=O,5.51
C(=N\O)(\C)/c1c(C)cc(c(c1)C)C,4.56
Cl[O].[O].[O].[O].c1(c2=C[CH]C=Cn2n(n1)c1ccccc1)c1ccccc1,5.11
[C]1(c2c([C](c3c1nsn3)c1sccc1)nsn2)c1sccc1,3.75
c1(c(cccc1)O)C(=O)OC,4.98
P(F)(F)(c1ccccc1)(c1ccccc1)c1ccccc1,5.64
C(=O)(Nc1ccccc1)c1cc2c(cc1O)cccc2,4.38
c1(OCc2ccccc2)ccccc1,4.66
C(=O)(CCC=C)N1CCCC1,5.13
C(=O)(OCCOC(=O)C(=C)C)C(=C)C,6.02
c1(N(C)C)nnc(nn1)N(C)C,3.98
c1(cc(N(=O)=O)ccc1)NC(=O)c1ccccc1,5.11
c1(c(cc(cc1C)C)C)[C][N][O],4.82
C(C1=CC=C(SS1)C(C)(C)C)(C)(C)C,3.84
[C]1([C]2C(=C(C(=C2Cl)Cl)Cl)Cl)C(=C(C(=C1Cl)Cl)Cl)Cl,4.80
c1(c(cc(c(c1)Cl)C)Cl)Cl,5.27
[C@]123[C@@]4([C@@]1([C@H]3CCC[C@H]24)SC)SC,-0.40
C(C(=O)SCc1ccccc1)c1ccccc1,5.20
[C@H](C(=O)CCC(=O)C)(C)c1ccccc1,5.10
N(C)(C)c1cc2c(cc1)Nc1c(S2)cc(cc1)N(C)C,2.77
c12c(c(N(=O)=O)ccc1N(=O)=O)cccc2,5.45
C(CCCCCCCCCC)C1=C(O)C(=O)C=C(C1=O)O,5.41
C1(N(C([CH]N1[O])(C)C)N=O)(C)C,5.28
c12c3c(Cc1cc(cc2)NC(=O)C)cccc3,4.15
c1(Cc2ccccc2)ccc(cc1)O,4.57
Nc1ccc(cc1)c1nc2c(s1)cc(cc2)C,3.92
C(=O)([C@@H]1C(C1)(C)C)c1ccccc1,5.44
c12c3C(=O)Cc1cccc2ccc3,4.75
C(=O)(c1ccccc1)/N=C/1\C=CC(=O)C=C1,5.68
c12c(cc(cc1C)C)cccc2,4.35
c1(c(n2c(c1C)cccc2)C=O)c1ccccc1,4.07
N1(C(=O)N(C)C)C=CC(C=C1)(C)C,3.89
O=C1c2c(O[C@@H]([C@H]1O)C1=CC(=O)C(=O)C=C1)cc(cc2O)O,5.07
[C@H](NNC(=S)N(C)C)(C)c1ccccn1,4.02
[C@H](CCC(=O)O)(CCCC)C,6.25
[S@@](=O)(C(C)(C)C)c1ccccc1,4.72
S(=O)(=O)(F)c1c(C)c(C)c(c(c1C)C)C,5.04
C(N(CC)CC)c1ccccc1,3.91
c1(S(=O)(=O)/N=C\2/C(=C(C(=O)C(=C2)Cl)Cl)Cl)ccccc1,6.07
[C@H](CSSC[C@@H](C(=O)O)N)(C(=O)O)N,4.83
[C@H]12[C@H]([C@H]3C[C@@H]1C=C3)N(N2C)C,3.19
[C@](CCC(=O)C)(C=O)(C)c1ccccc1,5.30
C1(=C([C](C(=O)C(=C1Cl)Cl)Cl)Cl)[N]Sc1ccccc1,4.87
C1(=C(C(=O)C=CC1=O)Cl)Cl,6.20
[C@@H]12[C@H](Cc3c(C1)cccc3)CCCC2,4.91
N(=N\c1ccccc1)/c1c2c(ccc1O)cccc2,4.33
O=c1c2c(c3c(o1)cccc3)oc1c2cccc1,4.77
O=C1N(N=C([C@@H]1C(=O)c1ccccc1)C)c1ccccc1,4.62
C(=C(\[S@](=O)C)/SC)/c1ccc(cc1)OC,4.28
Cc1c2c(cccc2C)ccc1,4.27
c12c(c(=O)[nH]c(=O)[nH]1)[nH]cn2,5.02
S(=O)(=O)(CC)c1cc2c(cc1)cccc2,4.92
c12c3c(ccc1scc2)scc3,4.31
c1(c2ccccc2)[nH]c2c(n1)cccc2,4.48
C(/C=C/C=C/C(C)(C)C)(C)(C)C,4.32
c1(nnc(nn1)SC)SC,5.05
c1(ccc(cc1)N(=O)=O)CN(C)C,4.21
c1(c2c(c(o1)c1ccccc1)cccc2)c1ccccc1,3.56
C(COC(=O)OCC)c1ccccc1,5.30
c12c(ccc(c1)N(=O)=O)ccc(c2)N(=O)=O,5.47
c12c(c(=O)[nH]c(n1)N)[nH]cn2,4.38
N([N]c1ccc(cc1)C)([O])c1ccc(cc1)OC,4.06
c12c(ccc(c1)C(=O)C)cccc2,4.74
C[C@@]12C(C)(C)[C@@H](C[C@@H]1O)CC2,5.02
c1(ccccc1)SCC=C,4.44
N(CC(C)C)(CC(C)C)C(=S)S,4.44
c12c(c(ccc1OC)OC)cccc2,3.79
O([Si](C(C)(C)C)(C)C)C1CCCCC1,4.79
N(CCNCC(=O)O)(CC(=O)O)CC(=O)O,3.98
O=C1C2=C(O[C@@H](C2)C(=C)C)CCC1,4.78
Clc1cc(ccc1)N1CCNCC1.Cl.Cl,3.87
C12=C3[C]4C=C[C]1C=CC2=CC=CC3=CC=C4,3.85
c1(/C=C/c2ccccc2)ncccc1,4.39
Cc1c2c3c4c(c(C)cc(c4CC2)C)CCc3c(c1C)C,4.00
c1(c(Sc2ccc(cc2)C)cccc1)N(=O)=O,4.41
C(=N\Nc1ccccc1)(/[N][N]c1ccccc1)\c1ccc(cc1)N(=O)=O,4.19
[O]n1c2c(n(c(c1C)C)[O])CCCC2,4.41
O=C1c2c(C(=O)c3c1cccc3)c(O)cc(c2O)O,4.69
C(=O)(OCC)[C@H]1N(C(=O)[C@H]1C)c1ccc(cc1)OC,4.22
c1(c(cc(c(c1)F)[C](C#N)C#N)F)[C](C#N)C#N,5.76
c1(c([N]C2=C[CH]C(=O)C=C2)ccc(c1)N(=O)=O)N(=O)=O,5.41
S(c1cc2c(cc1)cccc2)c1ccc(cc1)N(=O)=O,4.48
C(=O)(OCC)C1(C(=O)OCC)N(Cc2ccccc2)C(=O)C1,5.39
[C]12N(c3c(N=C1C=CC(=C2)N(=O)=O)cccc3)[O],4.90
C1(=CC(=O)C=CC1=O)c1ccccc1,5.33
c12c(c3c(O[Si]1(C)C)cccc3)cccc2,4.38
c12c3c(ccc1ccc(c2)C)ccc(c3)C,4.27
N(C(=O)SCC)(CCC)CCC,5.05
c12c3c(sc1CCCC2)CCCC3,4.09
c1(cc(N(=O)=O)ccc1)[S@@](=O)C,5.29
C(COCCOC)CCCCS,5.31
c1(Cc2ccc(cc2)N)ccc(cc1)N,3.76
[C@H](CCC(=O)OCC)(C(=O)OCC)N(=O)=O,6.47
C(c1ccccc1)(c1ccccc1)Sc1ccccc1,4.50
C(CCCCC)[C@@H]1OC(=O)CCC1,6.23
N(C(=O)C)[C@H]1C[C@@H](C(=C)C)CC=C1C,4.85
C(=O)(c1cnccc1)N(CC)CC,5.24
c12c(N(C)C)ncnc1[nH]cn2,4.33
c1(c2ccccc2)c(c(ccc1)Cl)Cl,5.05
c12c(cccc1OC)cccc2,4.18
c12c(c3c(cc1cccc2)cccc3)C,3.88
c1(C(=O)CCC)ccc(cc1)F,5.57
N1([C@@H]2CCC[C@H]1CCC2)SC,3.61
C(=NNc1ccccc1)(C(=O)C)C(=O)C,4.68
N(=C=S)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,5.37
NC1=C[C]2N(c3c(N=C2C=C1C)cc(c(c3)N)C)c1ccccc1.[Cl],4.20
C\1(=C/c2c(cccc2)Cl)/C(=O)OC(=N1)C,4.92
O=C1C2=C(O[C@@H](C2)OCC)CCC1,4.82
[C@@H](NC(=O)C=C)(C(=O)OC)C(C)C,5.66
N(c1c2c(ccc1)cccn2)c1c(N)cccc1,3.53
[Si](OCC)(OCC)(OCC)OCC,6.02
CN1C2=NCCCN2CCC1,3.76
[C@H]12C(=O)C=C([C@@H](C2)C(=O)C=C1C)C,5.40
[Si](O/C=C\O[Si](C)(C)C)(C)(C)C,3.74
N(C)(C)c1cc2c(cc1)N=c1c(=[S]2)cc(c(c1)C)N.[Cl],3.99
C1(=O)C(=O)C(=CC(=O)C=C1C)C,5.75
c1(OC(=O)c2ccccc2)ccc(cc1)N(=O)=O,5.74
[C](C#N)(C#N)c1ccc(cc1)[C](C#N)C#N.C1(=[S]C=CS1)C1=[S]C=CS1,3.26
Cc1cc(cc(c1N)C)c1cc(C)c(c(c1)C)N,3.28
P(CCC(=O)O)(CCC(=O)O)CCC(=O)O,4.48
[O]n1c(cn(c2c1CCCC2)[O])c1ccccc1,4.49
C(=O)(OC)c1cc2c(cc1)cc(cc2)C(=O)OC,4.94
c1(c2ccccc2)sc(cn1)c1ccccc1,4.33
C(CCCC=C)OCCOC,5.51
C(=O)(CCC(=O)C)C1CCCCC1,5.35
O(C)c1ccc(cc1)c1nc(n(n1)c1ccccc1)c1ccccc1,4.33
S(=O)(=O)(C1=CC(=O)C(=O)C=C1/C=C/C(=O)O)c1ccc(cc1)C,5.91
c1(c(ccc(c1)C#N)C#N)C#N,6.56
O=C1c2c(C(=O)O1)ccc(c2)C(=O)c1cc2c(cc1)C(=O)OC2=O,6.27
C(#C[Si](C)(C)C)c1ccc(cc1)C=O,5.20
C(=O)(O)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,5.87
C(C#N)(C#N)[C@H]1c2c(c(OC)ccc2)OC(=C1C#N)N,4.68
c1(ccc(cc1)N(C)C)NC(=O)C,3.47
